protein_id,pid,ESM2,alignment,domain,z_max,esm_category,refseq_keyword,description
NP_181913.3,NP_181913,False,True,False,0.997,antimicrobial,True,NP_181913.3 Integrin-linked protein kinase family [Arabidopsis thaliana]
NP_181919.1,NP_181919,False,False,False,1.259,antimicrobial,False,NP_181919.1 HARMLESS TO OZONE LAYER 1 [Arabidopsis thaliana]
NP_181939.1,NP_181939,False,False,False,0.908,antimicrobial,False,NP_181939.1 Seven transmembrane MLO family protein [Arabidopsis thaliana]
NP_181972.2,NP_181972,False,False,False,0.748,defense_signaling,False,NP_181972.2 Emsy N Terminus (ENT) domain-containing protein [Arabidopsis thaliana]
NP_181977.1,NP_181977,False,False,False,1.169,PR_proteins,False,NP_181977.1 Glycosyl hydrolase superfamily protein [Arabidopsis thaliana]
NP_182011.1,NP_182011,False,False,False,0.582,defense_signaling,True,NP_182011.1 ethylene-responsive element binding factor 13 [Arabidopsis thaliana]
NP_182022.2,NP_182022,False,False,False,0.698,defense_signaling,False,NP_182022.2 histone mono-ubiquitination 1 [Arabidopsis thaliana]
NP_182100.2,NP_182100,False,False,False,0.73,NBS_LRR,False,NP_182100.2 BON association protein 2 [Arabidopsis thaliana]
NP_182106.1,NP_182106,False,False,False,0.123,defense_signaling,False,NP_182106.1 Remorin family protein [Arabidopsis thaliana]
NP_182113.2,NP_182113,False,False,False,0.275,defense_signaling,False,NP_182113.2 RHO guanyl-nucleotide exchange factor 4 [Arabidopsis thaliana]
NP_182147.1,NP_182147,False,False,False,0.127,defense_signaling,False,NP_182147.1 BCL-2-associated athanogene 6 [Arabidopsis thaliana]
NP_182153.2,NP_182153,False,False,False,0.595,RLK_defense,False,NP_182153.2 Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family [Arabidopsis thaliana]
NP_182163.1,NP_182163,False,True,False,0.598,defense_signaling,True,NP_182163.1 WRKY DNA-binding protein 46 [Arabidopsis thaliana]
NP_182167.2,NP_182167,False,False,False,0.965,NBS_LRR,False,NP_182167.2 cyclic nucleotide-gated channels [Arabidopsis thaliana]
NP_182235.1,NP_182235,False,False,False,0.59,antimicrobial,False,NP_182235.1 NAD(P)-binding Rossmann-fold superfamily protein [Arabidopsis thaliana]
NP_182274.1,NP_182274,False,False,False,0.644,defense_signaling,False,NP_182274.1 Integrase-type DNA-binding superfamily protein [Arabidopsis thaliana]
NP_186770.3,NP_186770,False,False,False,0.946,cell_death_HR,False,NP_186770.3 RNA-binding (RRM/RBD/RNP motifs) family protein [Arabidopsis thaliana]
NP_186777.1,NP_186777,False,False,False,0.188,cell_death_HR,False,NP_186777.1 voltage dependent anion channel 1 [Arabidopsis thaliana]
NP_186779.1,NP_186779,False,True,False,1.347,RLK_defense,True,NP_186779.1 Protein kinase superfamily protein [Arabidopsis thaliana]
NP_186791.1,NP_186791,False,False,False,0.324,antimicrobial,True,NP_186791.1 Peroxidase superfamily protein [Arabidopsis thaliana]
NP_186799.2,NP_186799,False,False,False,1.16,cell_death_HR,False,NP_186799.2 carbonic anhydrase 1 [Arabidopsis thaliana]
NP_186817.1,NP_186817,False,False,False,0.985,PR_proteins,False,NP_186817.1 sieve element occlusion amino-terminus protein [Arabidopsis thaliana]
NP_186857.1,NP_186857,False,False,False,0.994,PR_proteins,False,NP_186857.1 Ribosomal protein S19e family protein [Arabidopsis thaliana]
NP_186995.1,NP_186995,False,False,False,1.078,cell_death_HR,False,NP_186995.1 RGA-like 2 [Arabidopsis thaliana]
NP_187014.1,NP_187014,False,False,False,1.218,PR_proteins,False,NP_187014.1 beta glucosidase 25 [Arabidopsis thaliana]
NP_187047.1,NP_187047,False,False,False,0.803,defense_signaling,False,NP_187047.1 ARM repeat superfamily protein [Arabidopsis thaliana]
NP_187051.3,NP_187051,True,False,True,1.825,PR_proteins,False,NP_187051.3 O-Glycosyl hydrolases family 17 protein [Arabidopsis thaliana]
NP_187123.1,NP_187123,True,False,False,1.621,PR_proteins,True,NP_187123.1 pathogenesis-related 4 [Arabidopsis thaliana]
NP_187125.1,NP_187125,False,False,False,0.81,defense_signaling,False,NP_187125.1 RNA polymerase II transcription mediator [Arabidopsis thaliana]
NP_187187.1,NP_187187,False,True,False,1.35,NBS_LRR,False,NP_187187.1 receptor like protein 30 [Arabidopsis thaliana]
NP_187274.1,NP_187274,False,False,False,1.172,RLK_defense,True,NP_187274.1 MAP kinase kinase 8 [Arabidopsis thaliana]
NP_187301.1,NP_187301,False,False,False,0.661,defense_signaling,False,NP_187301.1 myb domain protein 108 [Arabidopsis thaliana]
NP_187307.3,NP_187307,False,False,False,0.853,antimicrobial,False,NP_187307.3 O-acetyltransferase family protein [Arabidopsis thaliana]
NP_187354.1,NP_187354,False,False,False,0.476,defense_signaling,False,NP_187354.1 DEA(D/H)-box RNA helicase family protein [Arabidopsis thaliana]
NP_187360.1,NP_187360,True,True,True,2.338,NBS_LRR,True,NP_187360.1 NB-ARC domain-containing disease resistance protein [Arabidopsis thaliana]
NP_187401.1,NP_187401,False,False,False,0.645,PR_proteins,False,NP_187401.1 Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein [Arabidopsis thaliana]
NP_187464.1,NP_187464,False,False,False,1.265,cell_death_HR,False,NP_187464.1 phospholipase C 2 [Arabidopsis thaliana]
NP_187499.1,NP_187499,True,True,False,1.683,RLK_defense,True,NP_187499.1 Concanavalin A-like lectin protein kinase family protein [Arabidopsis thaliana]
NP_187508.5,NP_187508,False,False,False,0.972,antimicrobial,False,NP_187508.5 ARM repeat superfamily protein [Arabidopsis thaliana]
NP_187515.1,NP_187515,False,False,False,0.693,antimicrobial,False,NP_187515.1 BTB/POZ domain-containing protein [Arabidopsis thaliana]
NP_187531.1,NP_187531,False,False,False,0.954,cell_death_HR,False,NP_187531.1 Ribosomal protein L10 family protein [Arabidopsis thaliana]
NP_187537.1,NP_187537,False,False,False,1.247,PR_proteins,False,NP_187537.1 Glycosyl hydrolase superfamily protein [Arabidopsis thaliana]
NP_187582.1,NP_187582,False,False,False,0.6,defense_signaling,False,NP_187582.1 IQ-domain 1 [Arabidopsis thaliana]
NP_187594.1,NP_187594,False,True,False,1.502,RLK_defense,True,NP_187594.1 Protein kinase superfamily protein [Arabidopsis thaliana]
NP_187609.2,NP_187609,False,False,False,0.614,defense_signaling,False,NP_187609.2 ankyrin repeat 30A-like protein (DUF662) [Arabidopsis thaliana]
NP_187630.1,NP_187630,False,False,False,0.734,NBS_LRR,False,NP_187630.1 Calcium-binding EF-hand family protein [Arabidopsis thaliana]
NP_187650.4,NP_187650,True,False,False,1.012,defense_signaling,False,NP_187650.4 protein FLOWERING locus D-like protein [Arabidopsis thaliana]
NP_187679.1,NP_187679,False,False,False,0.036,defense_signaling,False,NP_187679.1 HSP20-like chaperones superfamily protein [Arabidopsis thaliana]
NP_187728.1,NP_187728,False,False,False,0.98,NBS_LRR,False,NP_187728.1 2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein [Arabidopsis thaliana]
NP_187733.1,NP_187733,False,False,False,0.782,defense_signaling,False,NP_187733.1 arginine-tRNA protein transferase 2 [Arabidopsis thaliana]
NP_187734.1,NP_187734,False,False,False,0.925,cell_death_HR,False,NP_187734.1 Ribosomal protein L10 family protein [Arabidopsis thaliana]
NP_187742.1,NP_187742,False,False,False,1.265,NBS_LRR,False,NP_187742.1 UDP-Glycosyltransferase superfamily protein [Arabidopsis thaliana]
NP_187748.1,NP_187748,False,False,False,0.854,cell_death_HR,False,NP_187748.1 protein phosphatase 2CA [Arabidopsis thaliana]
NP_187755.2,NP_187755,False,False,False,1.235,NBS_LRR,False,NP_187755.2 S-adenosyl-L-methionine-dependent methyltransferases superfamily protein [Arabidopsis thaliana]
NP_187788.1,NP_187788,True,False,False,1.509,cell_death_HR,False,NP_187788.1 syntaxin of plants 121 [Arabidopsis thaliana]
NP_187821.1,NP_187821,False,False,False,0.742,cell_death_HR,False,NP_187821.1 Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
NP_187965.1,NP_187965,True,False,True,1.502,PR_proteins,False,NP_187965.1 O-Glycosyl hydrolases family 17 protein [Arabidopsis thaliana]
NP_188048.1,NP_188048,True,False,False,1.429,PR_proteins,False,NP_188048.1 pectin methylesterase 3 [Arabidopsis thaliana]
NP_188064.1,NP_188064,True,True,True,2.242,NBS_LRR,True,NP_188064.1 LRR and NB-ARC domains-containing disease resistance protein [Arabidopsis thaliana]
NP_188065.1,NP_188065,True,True,True,2.292,NBS_LRR,True,NP_188065.1 NB-ARC domain-containing disease resistance protein [Arabidopsis thaliana]
NP_188102.5,NP_188102,True,True,True,1.727,RLK_defense,True,NP_188102.5 Leucine-rich repeat transmembrane protein kinase [Arabidopsis thaliana]
NP_188119.1,NP_188119,False,False,False,0.669,cell_death_HR,False,NP_188119.1 RNA-binding (RRM/RBD/RNP motifs) family protein [Arabidopsis thaliana]
NP_188139.1,NP_188139,False,False,False,0.405,defense_signaling,True,NP_188139.1 ethylene responsive element binding factor 4 [Arabidopsis thaliana]
NP_188158.4,NP_188158,False,False,False,0.767,defense_signaling,False,NP_188158.4 silencing defective 5 [Arabidopsis thaliana]
NP_188191.1,NP_188191,True,True,True,1.704,NBS_LRR,False,NP_188191.1 P-loop containing nucleoside triphosphate hydrolases superfamily protein [Arabidopsis thaliana]
NP_188224.1,NP_188224,False,True,False,1.491,RLK_defense,True,NP_188224.1 lectin protein kinase family protein [Arabidopsis thaliana]
NP_188272.1,NP_188272,False,False,False,0.471,PR_proteins,False,NP_188272.1 Calcium-dependent lipid-binding (CaLB domain) family protein [Arabidopsis thaliana]
NP_188294.1,NP_188294,False,False,False,0.605,defense_signaling,False,NP_188294.1 TOXICOS EN LEVADURA 2 [Arabidopsis thaliana]
NP_188425.2,NP_188425,False,False,False,0.986,cell_death_HR,False,NP_188425.2 Calcium-dependent lipid-binding (CaLB domain) family protein [Arabidopsis thaliana]
NP_188465.1,NP_188465,False,False,False,0.112,defense_signaling,False,NP_188465.1 VQ motif-containing protein [Arabidopsis thaliana]
NP_188478.1,NP_188478,False,False,False,0.499,PR_proteins,False,NP_188478.1 Eukaryotic aspartyl protease family protein [Arabidopsis thaliana]
NP_188550.3,NP_188550,False,False,False,0.624,defense_signaling,False,NP_188550.3 autophagy 2 [Arabidopsis thaliana]
NP_188603.1,NP_188603,False,True,True,1.127,PR_proteins,True,"NP_188603.1 CAP (Cysteine-rich secretory proteins, Antigen 5, and Pathogenesis-related 1 protein) superfamily protein [Arabidopsis thaliana]"
NP_188666.1,NP_188666,False,False,False,0.298,defense_signaling,True,NP_188666.1 ethylene response factor 7 [Arabidopsis thaliana]
NP_188689.1,NP_188689,False,True,False,1.441,RLK_defense,True,NP_188689.1 Protein kinase superfamily protein [Arabidopsis thaliana]
NP_188695.2,NP_188695,False,True,False,0.294,defense_signaling,False,NP_188695.2 Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family [Arabidopsis thaliana]
NP_188696.1,NP_188696,False,True,False,0.201,RLK_defense,False,NP_188696.1 Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family [Arabidopsis thaliana]
NP_188713.1,NP_188713,False,False,False,0.636,defense_signaling,True,NP_188713.1 Ethylene insensitive 3 family protein [Arabidopsis thaliana]
NP_188745.1,NP_188745,False,False,False,0.21,defense_signaling,False,NP_188745.1 ABC transporter-like protein [Arabidopsis thaliana]
NP_188746.2,NP_188746,False,False,False,1.103,antimicrobial,False,NP_188746.2 ABC-2 type transporter family protein [Arabidopsis thaliana]
NP_188759.1,NP_188759,False,False,False,1.306,cell_death_HR,True,NP_188759.1 MAP kinase kinase 5 [Arabidopsis thaliana]
NP_188774.2,NP_188774,False,False,False,1.133,PR_proteins,False,NP_188774.2 beta glucosidase 19 [Arabidopsis thaliana]
NP_188802.1,NP_188802,False,False,False,1.086,antimicrobial,False,NP_188802.1 Protein phosphatase 2A regulatory B subunit family protein [Arabidopsis thaliana]
NP_188879.2,NP_188879,False,False,False,0.908,antimicrobial,False,NP_188879.2 PLAT/LH2 domain-containing lipoxygenase family protein [Arabidopsis thaliana]
NP_188965.1,NP_188965,False,False,False,0.591,defense_signaling,True,NP_188965.1 ethylene response factor 1 [Arabidopsis thaliana]
NP_188997.1,NP_188997,False,False,False,-0.479,cell_death_HR,False,NP_188997.1 MATE efflux family protein [Arabidopsis thaliana]
NP_189020.2,NP_189020,False,False,False,1.048,antimicrobial,False,NP_189020.2 nuclear RNA polymerase D2A [Arabidopsis thaliana]
NP_189024.1,NP_189024,False,False,False,0.854,antimicrobial,False,NP_189024.1 UDP-D-glucuronate 4-epimerase 6 [Arabidopsis thaliana]
NP_189076.1,NP_189076,True,True,True,1.526,PR_proteins,False,NP_189076.1 O-Glycosyl hydrolases family 17 protein [Arabidopsis thaliana]
NP_189094.1,NP_189094,False,False,False,0.47,RLK_defense,True,NP_189094.1 Defensin-like (DEFL) family protein [Arabidopsis thaliana]
NP_189123.2,NP_189123,False,True,False,1.403,RLK_defense,True,NP_189123.2 Protein kinase superfamily protein [Arabidopsis thaliana]
NP_189124.1,NP_189124,False,False,False,0.882,NBS_LRR,False,NP_189124.1 proteolysis 1 [Arabidopsis thaliana]
NP_189138.1,NP_189138,False,True,False,1.466,NBS_LRR,False,NP_189138.1 receptor like protein 42 [Arabidopsis thaliana]
NP_189143.2,NP_189143,False,False,False,0.356,cell_death_HR,False,NP_189143.2 RPM1 interacting protein 4 [Arabidopsis thaliana]
NP_189154.1,NP_189154,False,False,False,0.983,NBS_LRR,False,"NP_189154.1 cytochrome P450, family 82, subfamily G, polypeptide 1 [Arabidopsis thaliana]"
NP_189162.1,NP_189162,False,False,False,0.913,RLK_defense,True,"NP_189162.1 AGC (cAMP-dependent, cGMP-dependent and protein kinase C) kinase family protein [Arabidopsis thaliana]"
NP_189183.2,NP_189183,True,True,True,1.892,RLK_defense,True,NP_189183.2 NSP-interacting kinase 2 [Arabidopsis thaliana]
NP_189231.1,NP_189231,False,False,False,1.193,cell_death_HR,False,NP_189231.1 Protein phosphatase 2A regulatory B subunit family protein [Arabidopsis thaliana]
NP_189266.1,NP_189266,False,False,False,0.435,defense_signaling,True,NP_189266.1 proline-rich receptor-like kinase [Arabidopsis thaliana]
NP_189276.1,NP_189276,False,False,False,0.625,NBS_LRR,False,NP_189276.1 Polyketide cyclase/dehydrase and lipid transport superfamily protein [Arabidopsis thaliana]
NP_189277.1,NP_189277,False,False,False,0.6,NBS_LRR,False,NP_189277.1 Polyketide cyclase/dehydrase and lipid transport superfamily protein [Arabidopsis thaliana]
NP_189318.1,NP_189318,False,False,False,1.049,NBS_LRR,False,NP_189318.1 Cytochrome P450 superfamily protein [Arabidopsis thaliana]
NP_189404.2,NP_189404,False,False,False,0.718,defense_signaling,False,NP_189404.2 ARM repeat superfamily protein [Arabidopsis thaliana]
NP_189486.1,NP_189486,True,True,True,1.864,RLK_defense,True,NP_189486.1 Leucine-rich repeat protein kinase family protein [Arabidopsis thaliana]
NP_189510.2,NP_189510,False,True,False,1.426,RLK_defense,True,NP_189510.2 Protein kinase superfamily protein [Arabidopsis thaliana]
NP_189516.1,NP_189516,False,False,False,0.81,NBS_LRR,False,NP_189516.1 Cytochrome P450 superfamily protein [Arabidopsis thaliana]
NP_189533.1,NP_189533,False,False,False,0.725,defense_signaling,False,NP_189533.1 myb domain protein 30 [Arabidopsis thaliana]
NP_189535.1,NP_189535,False,False,False,0.902,antimicrobial,False,NP_189535.1 AIG2-like (avirulence induced gene) family protein [Arabidopsis thaliana]
NP_189586.1,NP_189586,False,False,False,0.961,NBS_LRR,False,NP_189586.1 exocyst subunit exo70 family protein E1 [Arabidopsis thaliana]
NP_189695.1,NP_189695,False,False,False,-0.707,defense_signaling,False,NP_189695.1 qua-quine starch [Arabidopsis thaliana]
NP_189701.3,NP_189701,True,False,False,1.397,antimicrobial,True,NP_189701.3 Methylenetetrahydrofolate reductase family protein [Arabidopsis thaliana]
NP_189916.4,NP_189916,False,False,False,1.169,antimicrobial,False,NP_189916.4 HOPM interactor 7 [Arabidopsis thaliana]
NP_189930.1,NP_189930,False,False,False,0.596,NBS_LRR,False,NP_189930.1 jasmonate-zim-domain protein 11 [Arabidopsis thaliana]
NP_189958.1,NP_189958,False,False,False,0.445,RLK_defense,False,NP_189958.1 Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein [Arabidopsis thaliana]
NP_189960.2,NP_189960,False,True,False,1.352,RLK_defense,True,NP_189960.2 Leucine-rich repeat (LRR) family protein [Arabidopsis thaliana]
NP_189967.1,NP_189967,False,False,False,0.486,cell_death_HR,False,NP_189967.1 calmodulin 7 [Arabidopsis thaliana]
NP_189978.1,NP_189978,False,False,False,1.277,NBS_LRR,False,NP_189978.1 dicer-like 3 [Arabidopsis thaliana]
NP_190008.1,NP_190008,False,False,False,0.06,cell_death_HR,False,NP_190008.1 Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family [Arabidopsis thaliana]
NP_190024.1,NP_190024,False,False,False,0.644,RLK_defense,False,NP_190024.1 Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family [Arabidopsis thaliana]
NP_190026.1,NP_190026,True,True,True,1.949,NBS_LRR,True,NP_190026.1 Disease resistance protein (TIR-NBS-LRR class) family [Arabidopsis thaliana]
NP_190034.2,NP_190034,False,True,True,1.263,NBS_LRR,True,NP_190034.2 Disease resistance protein (TIR-NBS-LRR class) family [Arabidopsis thaliana]
NP_190049.1,NP_190049,True,True,True,1.8,NBS_LRR,True,NP_190049.1 Disease resistance protein (TIR-NBS-LRR class) family [Arabidopsis thaliana]
NP_190053.3,NP_190053,True,True,True,1.708,NBS_LRR,True,NP_190053.3 Disease resistance protein (TIR-NBS-LRR class) family [Arabidopsis thaliana]
NP_190058.1,NP_190058,True,False,False,1.455,cell_death_HR,False,NP_190058.1 arogenate dehydratase 4 [Arabidopsis thaliana]
NP_190074.1,NP_190074,False,False,False,1.245,cell_death_HR,False,NP_190074.1 Pheophorbide a oxygenase family protein with Rieske 2Fe-2S domain-containing protein [Arabidopsis thaliana]
NP_190119.1,NP_190119,True,True,False,1.7,RLK_defense,True,NP_190119.1 Concanavalin A-like lectin protein kinase family protein [Arabidopsis thaliana]
NP_190127.1,NP_190127,True,True,False,1.678,RLK_defense,True,NP_190127.1 Concanavalin A-like lectin protein kinase family protein [Arabidopsis thaliana]
NP_190128.1,NP_190128,True,True,False,1.691,RLK_defense,True,NP_190128.1 Concanavalin A-like lectin protein kinase family protein [Arabidopsis thaliana]
NP_190129.2,NP_190129,True,True,False,1.704,RLK_defense,True,NP_190129.2 Concanavalin A-like lectin protein kinase family protein [Arabidopsis thaliana]
NP_190130.1,NP_190130,True,True,False,1.697,RLK_defense,True,NP_190130.1 Concanavalin A-like lectin protein kinase family protein [Arabidopsis thaliana]
NP_190150.1,NP_190150,False,True,False,0.934,cell_death_HR,True,NP_190150.1 mitogen-activated protein kinase 3 [Arabidopsis thaliana]
NP_190172.1,NP_190172,True,True,False,1.586,RLK_defense,True,NP_190172.1 cysteine-rich RLK (RECEPTOR-like protein kinase) 4 [Arabidopsis thaliana]
NP_190213.2,NP_190213,False,False,False,1.028,PR_proteins,True,NP_190213.2 kinase-like protein [Arabidopsis thaliana]
NP_190235.1,NP_190235,False,False,False,1.474,NBS_LRR,False,NP_190235.1 plant U-box 13 [Arabidopsis thaliana]
NP_190237.1,NP_190237,True,True,True,2.17,NBS_LRR,True,NP_190237.1 NB-ARC domain-containing disease resistance protein [Arabidopsis thaliana]
NP_190255.1,NP_190255,True,True,True,2.135,NBS_LRR,True,NP_190255.1 NB-ARC domain-containing disease resistance protein [Arabidopsis thaliana]
NP_190257.1,NP_190257,True,True,True,2.197,NBS_LRR,True,NP_190257.1 NB-ARC domain-containing disease resistance protein [Arabidopsis thaliana]
NP_190260.1,NP_190260,False,True,False,1.419,RLK_defense,True,NP_190260.1 Protein kinase superfamily protein [Arabidopsis thaliana]
NP_190270.1,NP_190270,False,False,False,1.055,PR_proteins,False,"NP_190270.1 Serine protease inhibitor, potato inhibitor I-type family protein [Arabidopsis thaliana]"
NP_190391.1,NP_190391,True,True,False,1.023,defense_signaling,False,NP_190391.1 alpha/beta-Hydrolases superfamily protein [Arabidopsis thaliana]
NP_190392.1,NP_190392,True,True,False,0.982,defense_signaling,False,NP_190392.1 alpha/beta-Hydrolases superfamily protein [Arabidopsis thaliana]
NP_190421.1,NP_190421,False,False,False,0.236,NBS_LRR,False,"NP_190421.1 cytochrome P450, family 94, subfamily B, polypeptide 3 [Arabidopsis thaliana]"
NP_190457.1,NP_190457,False,True,False,1.399,NBS_LRR,False,NP_190457.1 RNI-like superfamily protein [Arabidopsis thaliana]
NP_190468.1,NP_190468,False,False,False,0.81,antimicrobial,False,NP_190468.1 AMP-dependent synthetase and ligase family protein [Arabidopsis thaliana]
NP_190480.1,NP_190480,False,False,False,1.093,PR_proteins,True,NP_190480.1 peroxidase CA [Arabidopsis thaliana]
NP_190481.1,NP_190481,False,False,False,1.081,PR_proteins,True,NP_190481.1 peroxidase CB [Arabidopsis thaliana]
NP_190519.1,NP_190519,False,False,False,1.175,antimicrobial,False,NP_190519.1 RNA-dependent RNA polymerase 6 [Arabidopsis thaliana]
NP_190522.1,NP_190522,False,False,False,0.579,defense_signaling,False,NP_190522.1 NAC domain containing protein 62 [Arabidopsis thaliana]
NP_190555.2,NP_190555,False,False,False,0.965,cell_death_HR,False,NP_190555.2 ADP-ribosylation factor-like A1B [Arabidopsis thaliana]
NP_190556.2,NP_190556,False,False,False,1.025,cell_death_HR,False,NP_190556.2 ADP-ribosylation factor-like A1C [Arabidopsis thaliana]
NP_190571.1,NP_190571,False,False,False,0.769,PR_proteins,False,"NP_190571.1 Serine protease inhibitor, potato inhibitor I-type family protein [Arabidopsis thaliana]"
NP_190614.1,NP_190614,False,False,False,0.951,NBS_LRR,False,NP_190614.1 homolog of RPW8 1 [Arabidopsis thaliana]
NP_190615.1,NP_190615,False,False,False,0.926,NBS_LRR,False,NP_190615.1 homolog of RPW8 2 [Arabidopsis thaliana]
NP_190616.1,NP_190616,False,False,False,0.943,NBS_LRR,False,NP_190616.1 homolog of RPW8 3 [Arabidopsis thaliana]
NP_190662.2,NP_190662,False,False,False,1.469,NBS_LRR,False,NP_190662.2 cytochrome BC1 synthesi [Arabidopsis thaliana]
NP_190664.1,NP_190664,True,True,True,2.177,NBS_LRR,True,NP_190664.1 HOPZ-ACTIVATED RESISTANCE 1 [Arabidopsis thaliana]
NP_190666.1,NP_190666,False,False,False,-0.099,cell_death_HR,False,NP_190666.1 dehydrin family protein [Arabidopsis thaliana]
NP_190716.3,NP_190716,False,False,False,1.092,NBS_LRR,False,NP_190716.3 glutamate receptor 3.6 [Arabidopsis thaliana]
NP_190723.1,NP_190723,False,True,False,1.426,RLK_defense,True,NP_190723.1 Malectin/receptor-like protein kinase family protein [Arabidopsis thaliana]
NP_190724.1,NP_190724,True,True,True,2.293,NBS_LRR,True,NP_190724.1 Disease resistance protein (TIR-NBS-LRR class) family [Arabidopsis thaliana]
NP_190725.1,NP_190725,True,True,True,2.377,NBS_LRR,True,NP_190725.1 Disease resistance protein (TIR-NBS-LRR class) family [Arabidopsis thaliana]
NP_190808.1,NP_190808,True,False,False,1.439,cell_death_HR,False,NP_190808.1 syntaxin of plants 122 [Arabidopsis thaliana]
NP_190811.1,NP_190811,True,True,False,0.999,defense_signaling,False,NP_190811.1 alpha/beta-Hydrolases superfamily protein [Arabidopsis thaliana]
NP_190813.1,NP_190813,False,False,False,1.42,NBS_LRR,False,NP_190813.1 plant U-box 22 [Arabidopsis thaliana]
NP_190814.1,NP_190814,False,False,False,0.533,RLK_defense,False,NP_190814.1 hydroxyproline-rich glycoprotein family protein [Arabidopsis thaliana]
NP_190815.1,NP_190815,False,False,False,0.422,cell_death_HR,False,NP_190815.1 Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family [Arabidopsis thaliana]
NP_190821.1,NP_190821,False,True,False,1.401,NBS_LRR,True,NP_190821.1 Protein kinase superfamily protein [Arabidopsis thaliana]
NP_190894.1,NP_190894,True,True,False,1.876,antimicrobial,True,NP_190894.1 phenylalanine ammonia-lyase 2 [Arabidopsis thaliana]
NP_190906.1,NP_190906,True,True,False,1.686,RLK_defense,True,NP_190906.1 Concanavalin A-like lectin protein kinase family protein [Arabidopsis thaliana]
NP_190949.1,NP_190949,True,True,False,1.633,RLK_defense,True,NP_190949.1 Concanavalin A-like lectin protein kinase family protein [Arabidopsis thaliana]
NP_190966.1,NP_190966,False,False,False,1.009,PR_proteins,False,NP_190966.1 Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein [Arabidopsis thaliana]
NP_190988.1,NP_190988,False,False,False,0.637,RLK_defense,False,NP_190988.1 Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family [Arabidopsis thaliana]
NP_191010.1,NP_191010,True,True,True,2.168,PR_proteins,True,NP_191010.1 homolog of carrot EP3-3 chitinase [Arabidopsis thaliana]
NP_191052.2,NP_191052,False,False,False,0.967,PR_proteins,False,NP_191052.2 Pectin lyase-like superfamily protein [Arabidopsis thaliana]
NP_191075.2,NP_191075,False,False,False,0.87,NBS_LRR,False,NP_191075.2 exocyst subunit exo70 family protein H1 [Arabidopsis thaliana]
NP_191103.1,NP_191103,True,True,True,1.771,PR_proteins,False,NP_191103.1 O-Glycosyl hydrolases family 17 protein [Arabidopsis thaliana]
NP_191105.2,NP_191105,False,True,False,1.494,RLK_defense,False,NP_191105.2 PBS1-like 1 [Arabidopsis thaliana]
NP_191107.1,NP_191107,False,False,False,0.974,NBS_LRR,False,NP_191107.1 Calcium-dependent lipid-binding (CaLB domain) family protein [Arabidopsis thaliana]
NP_191114.1,NP_191114,True,True,False,1.625,RLK_defense,True,NP_191114.1 Concanavalin A-like lectin protein kinase family protein [Arabidopsis thaliana]
NP_191115.1,NP_191115,False,False,False,0.777,cell_death_HR,False,NP_191115.1 AT-hook protein of GA feedback 2 [Arabidopsis thaliana]
NP_191142.1,NP_191142,False,False,False,1.022,cell_death_HR,False,NP_191142.1 Nucleotide-diphospho-sugar transferases superfamily protein [Arabidopsis thaliana]
NP_191143.1,NP_191143,False,False,False,0.837,defense_signaling,False,NP_191143.1 Hs1pro-1 protein [Arabidopsis thaliana]
NP_191156.1,NP_191156,False,False,False,0.798,NBS_LRR,False,NP_191156.1 jasmonate-regulated gene 21 [Arabidopsis thaliana]
NP_191199.1,NP_191199,False,True,False,0.548,defense_signaling,True,NP_191199.1 WRKY DNA-binding protein 70 [Arabidopsis thaliana]
NP_191230.1,NP_191230,False,False,False,0.17,defense_signaling,False,NP_191230.1 sigma factor binding protein 1 [Arabidopsis thaliana]
NP_191233.1,NP_191233,False,False,False,0.835,PR_proteins,False,NP_191233.1 Ubiquitin-associated (UBA) protein [Arabidopsis thaliana]
NP_191272.1,NP_191272,False,False,False,0.859,cell_death_HR,False,NP_191272.1 Ankyrin repeat family protein / BTB/POZ domain-containing protein [Arabidopsis thaliana]
NP_191286.1,NP_191286,True,True,True,1.757,PR_proteins,True,"NP_191286.1 beta-1,3-glucanase 1 [Arabidopsis thaliana]"
NP_191292.1,NP_191292,False,False,False,1.268,antimicrobial,False,NP_191292.1 autoinhibited Ca2+-ATPase 11 [Arabidopsis thaliana]
NP_191323.1,NP_191323,False,False,False,1.429,NBS_LRR,True,NP_191323.1 Protein kinase superfamily protein [Arabidopsis thaliana]
NP_191329.1,NP_191329,False,True,False,1.351,NBS_LRR,True,NP_191329.1 Protein kinase superfamily protein [Arabidopsis thaliana]
