protein_id,is_curated_GO,pctl_truncated,z_truncated,moderate_truncated,category_truncated,pctl_windowed_mean,z_windowed_mean,moderate_windowed_mean,category_windowed_mean,pctl_windowed_max,z_windowed_max,moderate_windowed_max,category_windowed_max,description,pctl_delta_mean,pctl_delta_max
NP_001321704.1,False,0.487,-3.6897,False,cell_death_HR,0.539,-3.5249,False,cell_death_HR,0.801,-3.3678,False,cell_death_HR,NP_001321704.1 uncharacterized protein AT1G39070 [Arabidopsis thaliana],0.052,0.314
NP_001328560.1,False,99.141,1.0084,True,NBS_LRR,99.342,1.0849,True,NBS_LRR,99.452,1.1202,True,NBS_LRR,NP_001328560.1 P-loop containing nucleoside triphosphate hydrolases superfamily protein [Arabidopsis thaliana],0.201,0.311
NP_180875.1,False,99.016,1.5868,True,RLK_defense,99.175,1.6138,True,RLK_defense,99.325,1.643,True,RLK_defense,NP_180875.1 Leucine-rich repeat receptor-like protein kinase family protein [Arabidopsis thaliana],0.159,0.309
NP_001323641.1,False,99.016,1.5868,True,RLK_defense,99.175,1.6138,True,RLK_defense,99.325,1.643,True,RLK_defense,NP_001323641.1 Leucine-rich repeat receptor-like protein kinase family protein [Arabidopsis thaliana],0.159,0.309
NP_001117501.1,False,99.592,1.6927,True,RLK_defense,99.804,1.7478,True,RLK_defense,99.897,1.7967,True,RLK_defense,NP_001117501.1 BRI1 like [Arabidopsis thaliana],0.212,0.305
NP_175274.1,True,97.799,1.2007,False,PR_proteins,97.992,1.2094,False,PR_proteins,98.104,1.2136,False,PR_proteins,NP_175274.1 Stabilizer of iron transporter SufD / Polynucleotidyl transferase [Arabidopsis thaliana],0.193,0.305
NP_175957.1,False,99.592,1.6927,True,RLK_defense,99.804,1.7478,True,RLK_defense,99.897,1.7967,True,RLK_defense,NP_175957.1 BRI1 like [Arabidopsis thaliana],0.212,0.305
NP_001327050.1,False,93.414,1.0766,False,antimicrobial,93.505,1.0774,False,NBS_LRR,93.718,1.0834,False,NBS_LRR,NP_001327050.1 dicer-like 2 [Arabidopsis thaliana],0.091,0.304
NP_001185169.1,True,97.813,1.2022,False,PR_proteins,98.014,1.2103,False,PR_proteins,98.115,1.2142,False,PR_proteins,NP_001185169.1 Stabilizer of iron transporter SufD / Polynucleotidyl transferase [Arabidopsis thaliana],0.201,0.302
NP_849784.1,True,97.813,1.2022,False,PR_proteins,98.014,1.2103,False,PR_proteins,98.115,1.2142,False,PR_proteins,NP_849784.1 Stabilizer of iron transporter SufD / Polynucleotidyl transferase [Arabidopsis thaliana],0.201,0.302
NP_176047.1,False,99.55,2.0677,True,NBS_LRR,99.672,2.1131,True,NBS_LRR,99.851,2.1916,True,NBS_LRR,NP_176047.1 Disease resistance protein (TIR-NBS-LRR class) family [Arabidopsis thaliana],0.122,0.301
NP_001319071.1,False,95.65,0.8553,False,defense_signaling,97.152,0.8901,False,defense_signaling,95.951,0.8637,False,defense_signaling,NP_001319071.1 apoptosis inhibitory protein [Arabidopsis thaliana],1.502,0.301
NP_198907.1,True,99.111,1.6907,True,NBS_LRR,99.314,1.7585,True,NBS_LRR,99.406,1.8748,True,NBS_LRR,NP_198907.1 Disease resistance protein (TIR-NBS-LRR class) family [Arabidopsis thaliana],0.203,0.295
NP_001318718.1,True,99.111,1.6907,True,NBS_LRR,99.314,1.7585,True,NBS_LRR,99.406,1.8748,True,NBS_LRR,NP_001318718.1 Disease resistance protein (TIR-NBS-LRR class) family [Arabidopsis thaliana],0.203,0.295
NP_199459.2,True,99.214,1.7278,True,NBS_LRR,99.396,1.8431,True,NBS_LRR,99.508,1.9856,True,NBS_LRR,NP_199459.2 disease resistance protein (TIR-NBS-LRR class) family [Arabidopsis thaliana],0.182,0.294
NP_851172.1,False,99.629,2.1289,True,NBS_LRR,99.857,2.2002,True,NBS_LRR,99.919,2.2261,True,NBS_LRR,NP_851172.1 Disease resistance protein (TIR-NBS-LRR class) family [Arabidopsis thaliana],0.228,0.29
NP_180724.2,False,87.701,0.9397,False,cell_death_HR,87.987,0.9459,False,cell_death_HR,87.991,0.9441,False,cell_death_HR,NP_180724.2 ARM repeat superfamily protein [Arabidopsis thaliana],0.286,0.29
NP_566119.1,False,94.032,0.8825,False,antimicrobial,94.273,0.8923,False,antimicrobial,94.318,0.895,False,antimicrobial,NP_566119.1 sister-chromatid cohesion protein 3 [Arabidopsis thaliana],0.241,0.286
NP_001329712.1,False,95.313,1.1488,False,antimicrobial,95.533,1.158,False,antimicrobial,95.597,1.158,False,antimicrobial,NP_001329712.1 ER-type Ca2+-ATPase 2 [Arabidopsis thaliana],0.22,0.284
NP_191999.1,False,95.313,1.1488,False,antimicrobial,95.533,1.158,False,antimicrobial,95.597,1.158,False,antimicrobial,NP_191999.1 ER-type Ca2+-ATPase 2 [Arabidopsis thaliana],0.22,0.284
NP_001190725.1,False,97.967,0.9121,False,defense_signaling,99.761,1.0123,True,defense_signaling,98.247,1.0066,False,antimicrobial,NP_001190725.1 DNA methyltransferase 2 [Arabidopsis thaliana],1.794,0.28
NP_001185317.1,False,96.171,1.2104,False,cell_death_HR,98.955,1.4186,False,cell_death_HR,96.447,1.2238,False,cell_death_HR,NP_001185317.1 global transcription factor group B1 [Arabidopsis thaliana],2.784,0.276
NP_195616.2,False,97.745,0.9055,False,defense_signaling,98.253,0.9573,False,RLK_defense,98.021,1.0128,False,RLK_defense,NP_195616.2 Kinesin motor family protein [Arabidopsis thaliana],0.508,0.276
NP_001154663.2,False,95.935,1.2631,False,NBS_LRR,96.484,1.2964,False,NBS_LRR,96.209,1.2685,False,NBS_LRR,NP_001154663.2 dicer-like 3 [Arabidopsis thaliana],0.549,0.274
NP_001325811.1,False,95.935,1.2631,False,NBS_LRR,96.467,1.2951,False,NBS_LRR,96.209,1.2685,False,NBS_LRR,NP_001325811.1 dicer-like 3 [Arabidopsis thaliana],0.532,0.274
NP_001319082.1,False,98.687,1.3789,False,cell_death_HR,98.965,1.4199,False,cell_death_HR,98.955,1.414,False,cell_death_HR,NP_001319082.1 ATPase E1-E2 type family protein / haloacid dehalogenase-like hydrolase family protein [Arabidopsis thaliana],0.278,0.268
NP_001332198.1,False,92.818,0.8013,False,defense_signaling,93.65,0.8175,False,defense_signaling,93.082,0.8059,False,defense_signaling,NP_001332198.1 Ubiquitin carboxyl-terminal hydrolase-related protein [Arabidopsis thaliana],0.832,0.264
NP_001330140.1,True,99.563,2.0797,True,NBS_LRR,99.676,2.1135,True,NBS_LRR,99.823,2.18,True,NBS_LRR,NP_001330140.1 Disease resistance protein (TIR-NBS-LRR class) family [Arabidopsis thaliana],0.113,0.26
NP_001327760.1,False,94.692,1.1273,False,cell_death_HR,94.725,1.1463,False,cell_death_HR,94.951,1.1542,False,cell_death_HR,NP_001327760.1 SNF2 domain-containing protein / helicase domain-containing protein / zinc finger protein-like protein [Arabidopsis thaliana],0.033,0.259
NP_189410.2,False,98.183,1.2808,False,antimicrobial,97.422,1.2331,False,antimicrobial,98.442,1.2722,False,antimicrobial,NP_189410.2 DNA helicase ROCK-N-ROLLERS [Arabidopsis thaliana],-0.761,0.259
NP_001326063.1,False,98.183,1.2808,False,antimicrobial,97.422,1.2331,False,antimicrobial,98.442,1.2722,False,antimicrobial,NP_001326063.1 DNA helicase ROCK-N-ROLLERS [Arabidopsis thaliana],-0.761,0.259
NP_001326060.1,False,98.183,1.2808,False,antimicrobial,97.422,1.2331,False,antimicrobial,98.442,1.2722,False,antimicrobial,NP_001326060.1 DNA helicase ROCK-N-ROLLERS [Arabidopsis thaliana],-0.761,0.259
NP_001319598.1,False,94.692,1.1273,False,cell_death_HR,94.725,1.1463,False,cell_death_HR,94.951,1.1542,False,cell_death_HR,NP_001319598.1 SNF2 domain-containing protein / helicase domain-containing protein / zinc finger protein-like protein [Arabidopsis thaliana],0.033,0.259
NP_188635.1,False,94.692,1.1273,False,cell_death_HR,94.725,1.1463,False,cell_death_HR,94.951,1.1542,False,cell_death_HR,NP_188635.1 SNF2 domain-containing protein / helicase domain-containing protein / zinc finger protein-like protein [Arabidopsis thaliana],0.033,0.259
NP_001324608.1,False,96.178,0.8686,False,defense_signaling,98.384,0.9305,False,defense_signaling,96.432,0.8749,False,defense_signaling,NP_001324608.1 TRAF-like family protein [Arabidopsis thaliana],2.206,0.254
NP_001330138.1,True,99.569,2.082,True,NBS_LRR,99.685,2.1156,True,NBS_LRR,99.823,2.18,True,NBS_LRR,NP_001330138.1 Disease resistance protein (TIR-NBS-LRR class) family [Arabidopsis thaliana],0.116,0.254
NP_001327303.1,False,78.021,0.7438,False,cell_death_HR,79.163,0.7621,False,cell_death_HR,78.275,0.7449,False,cell_death_HR,NP_001327303.1 ARM repeat superfamily protein [Arabidopsis thaliana],1.142,0.254
NP_193685.6,True,99.513,2.0362,True,NBS_LRR,99.66,2.103,True,NBS_LRR,99.766,2.1626,True,NBS_LRR,NP_193685.6 nucleoside-triphosphatase/transmembrane receptor/nucleotide binding/ATP binding protein [Arabidopsis thaliana],0.147,0.253
NP_001189688.1,False,83.724,0.6734,False,defense_signaling,83.948,0.6749,False,defense_signaling,83.973,0.6747,False,defense_signaling,NP_001189688.1 P-loop containing nucleoside triphosphate hydrolases superfamily protein [Arabidopsis thaliana],0.224,0.249
NP_001327882.1,False,96.824,1.244,False,cell_death_HR,97.075,1.2576,False,cell_death_HR,97.071,1.2577,False,cell_death_HR,NP_001327882.1 Regulator of chromosome condensation (RCC1) family with FYVE zinc finger domain-containing protein [Arabidopsis thaliana],0.251,0.247
NP_001326944.1,False,95.266,1.1666,False,cell_death_HR,95.495,1.1791,False,cell_death_HR,95.51,1.1807,False,cell_death_HR,NP_001326944.1 uncharacterized protein AT3G44340 [Arabidopsis thaliana],0.229,0.244
NP_001030808.1,False,95.266,1.1666,False,cell_death_HR,95.495,1.1791,False,cell_death_HR,95.51,1.1807,False,cell_death_HR,NP_001030808.1 uncharacterized protein AT3G44340 [Arabidopsis thaliana],0.229,0.244
NP_568365.2,False,94.931,1.0472,False,antimicrobial,95.136,1.0437,False,antimicrobial,95.173,1.0386,False,antimicrobial,NP_568365.2 chromatin remodeling factor17 [Arabidopsis thaliana],0.205,0.242
NP_001330139.1,True,99.563,2.0797,True,NBS_LRR,99.666,2.1117,True,NBS_LRR,99.803,2.1778,True,NBS_LRR,NP_001330139.1 Disease resistance protein (TIR-NBS-LRR class) family [Arabidopsis thaliana],0.103,0.24
NP_189978.1,True,96.127,1.2774,False,NBS_LRR,96.864,1.337,False,NBS_LRR,96.364,1.2834,False,NBS_LRR,NP_189978.1 dicer-like 3 [Arabidopsis thaliana],0.737,0.237
NP_187946.1,False,99.674,1.7122,True,RLK_defense,99.861,1.7681,True,RLK_defense,99.909,1.812,True,RLK_defense,NP_187946.1 BRI1-like 3 [Arabidopsis thaliana],0.187,0.235
NP_001323706.1,False,98.919,1.6354,False,NBS_LRR,98.905,1.6101,False,NBS_LRR,99.153,1.6873,True,NBS_LRR,NP_001323706.1 Disease resistance protein (TIR-NBS-LRR class) family [Arabidopsis thaliana],-0.014,0.234
NP_199439.5,True,99.569,2.082,True,NBS_LRR,99.68,2.1138,True,NBS_LRR,99.803,2.1778,True,NBS_LRR,NP_199439.5 Disease resistance protein (TIR-NBS-LRR class) family [Arabidopsis thaliana],0.111,0.234
NP_001330137.1,True,99.569,2.082,True,NBS_LRR,99.68,2.1138,True,NBS_LRR,99.803,2.1778,True,NBS_LRR,NP_001330137.1 Disease resistance protein (TIR-NBS-LRR class) family [Arabidopsis thaliana],0.111,0.234
NP_001322898.1,False,99.163,1.6087,True,RLK_defense,99.311,1.6374,True,RLK_defense,99.394,1.6597,True,RLK_defense,NP_001322898.1 Leucine-rich receptor-like protein kinase family protein [Arabidopsis thaliana],0.148,0.231
NP_176404.3,False,99.629,0.998,True,defense_signaling,99.745,1.0228,True,NBS_LRR,99.857,1.0197,True,defense_signaling,NP_176404.3 AAA-type ATPase family protein [Arabidopsis thaliana],0.116,0.228
NP_188968.1,False,96.785,1.2416,False,cell_death_HR,96.967,1.2523,False,cell_death_HR,97.013,1.2547,False,cell_death_HR,NP_188968.1 Regulator of chromosome condensation (RCC1) family with FYVE zinc finger domain-containing protein [Arabidopsis thaliana],0.182,0.228
NP_187214.2,False,96.293,1.1867,False,antimicrobial,96.459,1.1933,False,antimicrobial,96.519,1.1934,False,antimicrobial,NP_187214.2 phospholipase D P2 [Arabidopsis thaliana],0.166,0.226
NP_198990.3,True,99.082,1.6812,True,NBS_LRR,99.101,1.6619,True,NBS_LRR,99.308,1.7581,True,NBS_LRR,NP_198990.3 Disease resistance protein (TIR-NBS-LRR class) family [Arabidopsis thaliana],0.019,0.226
NP_851117.2,True,99.082,1.6812,True,NBS_LRR,99.101,1.6619,True,NBS_LRR,99.308,1.7581,True,NBS_LRR,NP_851117.2 Disease resistance protein (TIR-NBS-LRR class) family [Arabidopsis thaliana],0.019,0.226
NP_001322420.1,False,98.778,1.3876,False,cell_death_HR,99.027,1.4262,True,cell_death_HR,99.002,1.4176,True,cell_death_HR,NP_001322420.1 ATPase E1-E2 type family protein / haloacid dehalogenase-like hydrolase family protein [Arabidopsis thaliana],0.249,0.224
NP_001185096.1,False,98.778,1.3876,False,cell_death_HR,99.027,1.4262,True,cell_death_HR,99.002,1.4176,True,cell_death_HR,NP_001185096.1 ATPase E1-E2 type family protein / haloacid dehalogenase-like hydrolase family protein [Arabidopsis thaliana],0.249,0.224
NP_001322419.1,False,98.778,1.3876,False,cell_death_HR,99.027,1.4262,True,cell_death_HR,99.002,1.4176,True,cell_death_HR,NP_001322419.1 ATPase E1-E2 type family protein / haloacid dehalogenase-like hydrolase family protein [Arabidopsis thaliana],0.249,0.224
NP_001190611.1,False,99.276,1.3995,True,cell_death_HR,99.481,1.423,True,cell_death_HR,99.5,1.4256,True,cell_death_HR,NP_001190611.1 DNA polymerase delta subunit 1 [Arabidopsis thaliana],0.205,0.224
NP_199438.1,True,99.51,2.0232,True,NBS_LRR,99.683,2.1141,True,NBS_LRR,99.734,2.1382,True,NBS_LRR,NP_199438.1 disease resistance protein (TIR-NBS-LRR class) family [Arabidopsis thaliana],0.173,0.224
NP_001325812.1,False,96.177,1.2835,False,NBS_LRR,96.557,1.303,False,NBS_LRR,96.397,1.2863,False,NBS_LRR,NP_001325812.1 dicer-like 3 [Arabidopsis thaliana],0.38,0.22
NP_178304.1,False,99.645,1.7054,True,RLK_defense,99.788,1.743,True,RLK_defense,99.863,1.7752,True,RLK_defense,NP_178304.1 BRI1-like 2 [Arabidopsis thaliana],0.143,0.218
NP_197336.4,True,99.649,2.1419,True,NBS_LRR,99.826,2.1837,True,NBS_LRR,99.867,2.2049,True,NBS_LRR,NP_197336.4 Disease resistance protein (TIR-NBS-LRR class) family [Arabidopsis thaliana],0.177,0.218
NP_001330914.1,True,99.537,2.0592,True,NBS_LRR,99.658,2.1019,True,NBS_LRR,99.748,2.1423,True,NBS_LRR,NP_001330914.1 Disease resistance protein (TIR-NBS-LRR class) family [Arabidopsis thaliana],0.121,0.211
NP_199457.1,False,99.272,1.7606,True,NBS_LRR,99.388,1.8296,True,NBS_LRR,99.483,1.9615,True,NBS_LRR,NP_199457.1 Disease resistance protein (TIR-NBS-LRR class) family [Arabidopsis thaliana],0.116,0.211
NP_001318395.1,False,99.349,0.9764,True,defense_signaling,99.807,1.0183,True,defense_signaling,99.558,0.9905,True,defense_signaling,"NP_001318395.1 RING-finger, DEAD-like helicase, PHD and SNF2 domain-containing protein [Arabidopsis thaliana]",0.458,0.209
NP_001325178.1,False,99.349,0.9764,True,defense_signaling,99.807,1.0183,True,defense_signaling,99.558,0.9905,True,defense_signaling,"NP_001325178.1 RING-finger, DEAD-like helicase, PHD and SNF2 domain-containing protein [Arabidopsis thaliana]",0.458,0.209
NP_181609.4,False,99.349,0.9764,True,defense_signaling,99.807,1.0183,True,defense_signaling,99.558,0.9905,True,defense_signaling,"NP_181609.4 RING-finger, DEAD-like helicase, PHD and SNF2 domain-containing protein [Arabidopsis thaliana]",0.458,0.209
NP_187366.2,False,94.362,1.1307,False,cell_death_HR,94.528,1.1375,False,cell_death_HR,94.569,1.1392,False,cell_death_HR,NP_187366.2 Sec23/Sec24 protein transport family protein [Arabidopsis thaliana],0.166,0.207
NP_001320199.1,False,94.666,1.1261,False,antimicrobial,94.956,1.138,False,antimicrobial,94.861,1.1313,False,antimicrobial,NP_001320199.1 nucleolar protein [Arabidopsis thaliana],0.29,0.195
NP_176566.3,False,94.666,1.1261,False,antimicrobial,94.956,1.138,False,antimicrobial,94.861,1.1313,False,antimicrobial,NP_176566.3 nucleolar protein [Arabidopsis thaliana],0.29,0.195
NP_173829.3,False,77.974,0.6064,False,defense_signaling,80.681,0.635,False,defense_signaling,78.167,0.6058,False,defense_signaling,NP_173829.3 SIN3-like 3 [Arabidopsis thaliana],2.707,0.193
NP_001321782.1,False,92.207,1.0139,False,antimicrobial,97.05,0.8882,False,defense_signaling,92.397,1.0053,False,antimicrobial,NP_001321782.1 THO2 [Arabidopsis thaliana],4.843,0.19
NP_001325813.1,False,95.824,1.2555,False,NBS_LRR,96.351,1.2845,False,NBS_LRR,96.013,1.2475,False,NBS_LRR,NP_001325813.1 dicer-like 3 [Arabidopsis thaliana],0.527,0.189
NP_187149.1,False,78.503,0.6119,False,defense_signaling,79.712,0.6237,False,defense_signaling,78.69,0.6115,False,defense_signaling,NP_187149.1 DNAJ heat shock N-terminal domain-containing protein [Arabidopsis thaliana],1.209,0.187
NP_199264.1,True,99.406,1.9003,True,NBS_LRR,99.527,1.9745,True,NBS_LRR,99.591,2.0647,True,NBS_LRR,NP_199264.1 target of AVRB operation1 [Arabidopsis thaliana],0.121,0.185
NP_192849.4,False,80.797,0.6378,False,defense_signaling,80.511,0.6825,False,NBS_LRR,80.98,0.6928,False,NBS_LRR,NP_192849.4 SPA1-related 2 [Arabidopsis thaliana],-0.286,0.183
NP_001318593.1,True,99.593,2.0921,True,NBS_LRR,99.691,2.1191,True,NBS_LRR,99.776,2.1637,True,NBS_LRR,NP_001318593.1 disease resistance protein (TIR-NBS-LRR class) family protein [Arabidopsis thaliana],0.098,0.183
NP_001330713.1,True,99.406,1.9003,True,NBS_LRR,99.515,1.9605,True,NBS_LRR,99.587,2.053,True,NBS_LRR,NP_001330713.1 target of AVRB operation1 [Arabidopsis thaliana],0.109,0.181
NP_001330714.1,True,99.406,1.9003,True,NBS_LRR,99.51,1.9602,True,NBS_LRR,99.583,2.0508,True,NBS_LRR,NP_001330714.1 target of AVRB operation1 [Arabidopsis thaliana],0.104,0.177
NP_194085.4,False,90.589,0.9748,False,NBS_LRR,90.495,0.9468,False,NBS_LRR,90.763,0.9547,False,NBS_LRR,NP_194085.4 ARM repeat superfamily protein [Arabidopsis thaliana],-0.094,0.174
NP_001322194.1,False,98.005,0.9132,False,defense_signaling,98.138,0.9192,False,defense_signaling,98.175,0.9193,False,defense_signaling,NP_001322194.1 P-loop nucleoside triphosphate hydrolases superfamily protein with CH (Calponin Homology) domain-containing protein [Arabidopsis thaliana],0.133,0.17
NP_176551.3,False,98.005,0.9132,False,defense_signaling,98.138,0.9192,False,defense_signaling,98.175,0.9193,False,defense_signaling,NP_176551.3 P-loop nucleoside triphosphate hydrolases superfamily protein with CH (Calponin Homology) domain-containing protein [Arabidopsis thaliana],0.133,0.17
NP_001117396.1,False,99.622,2.1262,True,NBS_LRR,99.766,2.1416,True,NBS_LRR,99.79,2.1685,True,NBS_LRR,NP_001117396.1 Disease resistance protein (TIR-NBS-LRR class) family [Arabidopsis thaliana],0.144,0.168
NP_001190516.1,False,99.774,2.2044,True,NBS_LRR,99.9,2.228,True,NBS_LRR,99.929,2.2321,True,NBS_LRR,NP_001190516.1 Disease resistance protein (TIR-NBS-LRR class) family [Arabidopsis thaliana],0.126,0.155
NP_174673.3,False,99.138,1.6055,True,RLK_defense,99.181,1.6147,True,RLK_defense,99.293,1.6355,True,RLK_defense,NP_174673.3 Leucine-rich receptor-like protein kinase family protein [Arabidopsis thaliana],0.043,0.155
NP_001330481.1,False,99.764,2.1968,True,NBS_LRR,99.883,2.2127,True,NBS_LRR,99.919,2.2261,True,NBS_LRR,NP_001330481.1 Disease resistance protein (TIR-NBS-LRR class) family [Arabidopsis thaliana],0.119,0.155
NP_001330479.1,False,99.764,2.1968,True,NBS_LRR,99.883,2.2127,True,NBS_LRR,99.919,2.2261,True,NBS_LRR,NP_001330479.1 Disease resistance protein (TIR-NBS-LRR class) family [Arabidopsis thaliana],0.119,0.155
NP_001321786.1,False,92.207,1.0139,False,antimicrobial,96.971,0.8864,False,defense_signaling,92.359,1.0053,False,antimicrobial,NP_001321786.1 THO2 [Arabidopsis thaliana],4.764,0.152
NP_001321784.1,False,92.207,1.0139,False,antimicrobial,97.029,0.8879,False,defense_signaling,92.359,1.0053,False,antimicrobial,NP_001321784.1 THO2 [Arabidopsis thaliana],4.822,0.152
NP_001321785.1,False,92.207,1.0139,False,antimicrobial,97.029,0.8879,False,defense_signaling,92.359,1.0053,False,antimicrobial,NP_001321785.1 THO2 [Arabidopsis thaliana],4.822,0.152
NP_001321783.1,False,92.207,1.0139,False,antimicrobial,97.029,0.8879,False,defense_signaling,92.359,1.0053,False,antimicrobial,NP_001321783.1 THO2 [Arabidopsis thaliana],4.822,0.152
NP_199976.2,True,99.764,2.1968,True,NBS_LRR,99.896,2.2218,True,NBS_LRR,99.915,2.2256,True,NBS_LRR,NP_199976.2 Disease resistance protein (TIR-NBS-LRR class) family [Arabidopsis thaliana],0.132,0.151
NP_001320718.1,False,97.697,1.3028,False,cell_death_HR,98.699,1.3826,False,cell_death_HR,97.847,1.3152,False,cell_death_HR,NP_001320718.1 ATPase E1-E2 type family protein / haloacid dehalogenase-like hydrolase family protein [Arabidopsis thaliana],1.002,0.15
NP_189991.2,False,94.351,0.9196,False,RLK_defense,90.209,0.7987,False,RLK_defense,94.495,0.9188,False,RLK_defense,NP_189991.2 P-loop containing nucleoside triphosphate hydrolases superfamily protein [Arabidopsis thaliana],-4.142,0.144
NP_199464.2,True,99.606,2.1077,True,NBS_LRR,99.708,2.1217,True,NBS_LRR,99.748,2.1423,True,NBS_LRR,NP_199464.2 Disease resistance protein (TIR-NBS-LRR class) family [Arabidopsis thaliana],0.102,0.142
NP_001326049.1,False,91.831,0.8427,False,RLK_defense,64.391,0.451,False,defense_signaling,91.972,0.8411,False,RLK_defense,NP_001326049.1 phragmoplast orienting kinesin 1 [Arabidopsis thaliana],-27.44,0.141
NP_192180.1,False,59.668,0.4019,False,defense_signaling,60.414,0.4071,False,defense_signaling,59.803,0.4004,False,defense_signaling,NP_192180.1 Kinase interacting (KIP1-like) family protein [Arabidopsis thaliana],0.746,0.135
NP_189479.1,False,88.749,0.9071,False,antimicrobial,89.336,0.9696,False,antimicrobial,88.881,0.9737,False,antimicrobial,NP_189479.1 P-glycoprotein 17 [Arabidopsis thaliana],0.587,0.132
NP_189425.2,False,98.423,1.3566,False,cell_death_HR,98.737,1.3847,False,cell_death_HR,98.554,1.368,False,cell_death_HR,NP_189425.2 ATPase E1-E2 type family protein / haloacid dehalogenase-like hydrolase family protein [Arabidopsis thaliana],0.314,0.131
NP_001320719.1,False,99.138,1.6055,True,RLK_defense,99.154,1.6115,True,RLK_defense,99.268,1.6305,True,RLK_defense,NP_001320719.1 Leucine-rich receptor-like protein kinase family protein [Arabidopsis thaliana],0.016,0.13
NP_198579.2,False,99.318,0.9734,True,defense_signaling,99.43,0.9865,True,defense_signaling,99.448,0.9971,True,antimicrobial,NP_198579.2 ARM repeat superfamily protein [Arabidopsis thaliana],0.112,0.13
NP_001332185.1,False,99.421,1.9363,True,NBS_LRR,99.463,1.9384,True,NBS_LRR,99.55,2.0132,True,NBS_LRR,NP_001332185.1 Disease resistance protein (TIR-NBS-LRR class) family [Arabidopsis thaliana],0.042,0.129
NP_001328523.1,False,93.643,0.8154,False,defense_signaling,96.208,0.8699,False,defense_signaling,93.769,0.8202,False,defense_signaling,NP_001328523.1 fanconi anemia group D2 protein [Arabidopsis thaliana],2.565,0.126
NP_567748.5,False,99.666,1.7106,True,RLK_defense,99.757,1.7284,True,RLK_defense,99.788,1.7439,True,RLK_defense,NP_567748.5 Leucine-rich repeat receptor-like protein kinase family protein [Arabidopsis thaliana],0.091,0.122
NP_001032080.1,False,99.701,1.7164,True,RLK_defense,99.778,1.7362,True,RLK_defense,99.82,1.7509,True,RLK_defense,NP_001032080.1 Leucine-rich receptor-like protein kinase family protein [Arabidopsis thaliana],0.077,0.119
NP_001326096.1,False,91.25,0.7766,False,defense_signaling,93.335,0.8112,False,defense_signaling,91.368,0.7787,False,defense_signaling,NP_001326096.1 Transducin/WD40 repeat-like superfamily protein [Arabidopsis thaliana],2.085,0.118
NP_001325510.1,False,89.064,0.7792,False,RLK_defense,86.336,0.7069,False,defense_signaling,89.18,0.7753,False,RLK_defense,NP_001325510.1 P-loop containing nucleoside triphosphate hydrolases superfamily protein [Arabidopsis thaliana],-2.728,0.116
NP_192585.1,False,99.412,1.907,True,NBS_LRR,99.535,1.9879,True,NBS_LRR,99.527,2.0055,True,NBS_LRR,NP_192585.1 Disease resistance protein (TIR-NBS-LRR class) family [Arabidopsis thaliana],0.123,0.115
NP_001321289.1,False,8.34,-1.1432,False,defense_signaling,5.21,-1.6153,False,defense_signaling,8.454,-1.1505,False,defense_signaling,NP_001321289.1 HSP20-like chaperones superfamily protein [Arabidopsis thaliana],-3.13,0.114
NP_001321288.1,False,8.34,-1.1432,False,defense_signaling,5.21,-1.6153,False,defense_signaling,8.454,-1.1505,False,defense_signaling,NP_001321288.1 HSP20-like chaperones superfamily protein [Arabidopsis thaliana],-3.13,0.114
NP_001190529.1,False,98.551,0.9334,False,defense_signaling,98.477,1.2953,False,antimicrobial,98.664,1.3088,False,antimicrobial,NP_001190529.1 NADH-dependent glutamate synthase 1 [Arabidopsis thaliana],-0.074,0.113
NP_200158.2,False,98.551,0.9334,False,defense_signaling,98.477,1.2953,False,antimicrobial,98.664,1.3088,False,antimicrobial,NP_200158.2 NADH-dependent glutamate synthase 1 [Arabidopsis thaliana],-0.074,0.113
NP_001190530.1,False,98.551,0.9334,False,defense_signaling,98.477,1.2953,False,antimicrobial,98.664,1.3088,False,antimicrobial,NP_001190530.1 NADH-dependent glutamate synthase 1 [Arabidopsis thaliana],-0.074,0.113
NP_201201.2,False,99.266,1.4483,True,cell_death_HR,99.374,1.4552,True,cell_death_HR,99.374,1.4475,True,cell_death_HR,NP_201201.2 DNA polymerase delta subunit 1 [Arabidopsis thaliana],0.108,0.108
NP_001328701.1,False,97.246,1.0954,False,NBS_LRR,97.271,1.084,False,RLK_defense,97.352,1.0929,False,RLK_defense,NP_001328701.1 cysteine-rich RECEPTOR-like kinase [Arabidopsis thaliana],0.025,0.106
NP_001328700.1,False,97.246,1.0954,False,NBS_LRR,97.271,1.084,False,RLK_defense,97.352,1.0929,False,RLK_defense,NP_001328700.1 cysteine-rich RECEPTOR-like kinase [Arabidopsis thaliana],0.025,0.106
NP_565424.1,False,99.778,1.0112,True,defense_signaling,99.89,1.0426,True,defense_signaling,99.884,1.0514,True,RLK_defense,NP_565424.1 histidine kinase 1 [Arabidopsis thaliana],0.112,0.106
NP_001329387.1,False,96.81,0.8834,False,defense_signaling,99.527,0.9922,True,defense_signaling,96.913,1.0887,False,antimicrobial,NP_001329387.1 Beige/BEACH and WD40 domain-containing protein [Arabidopsis thaliana],2.717,0.103
NP_001326050.1,False,92.404,0.8585,False,RLK_defense,65.488,0.4638,False,defense_signaling,92.507,0.8566,False,RLK_defense,NP_001326050.1 phragmoplast orienting kinesin 1 [Arabidopsis thaliana],-26.916,0.103
