protein_id,pid,z_max,best_category,has_defense_keyword,description,score_jackhmmer,length,truncated_by_esm,low_complexity_frac,repeat_frac_k6
NP_568350.1,NP_568350,1.405625,antimicrobial,False,NP_568350.1 phosphoglucosamine mutase family protein [Arabidopsis thaliana],0.0,581,False,0.2632,0.0
NP_197984.2,NP_197984,1.4055616,PR_proteins,False,NP_197984.2 alpha-L-arabinofuranosidase 2 [Arabidopsis thaliana],0.0,674,False,0.1515,0.0
NP_567973.1,NP_567973,1.4046552,PR_proteins,False,NP_567973.1 beta-galactosidase 11 [Arabidopsis thaliana],0.0,845,False,0.1566,0.0
NP_567803.1,NP_567803,1.4042737,PR_proteins,False,NP_567803.1 expansin B3 [Arabidopsis thaliana],0.0,264,False,0.24,0.0
NP_974958.1,NP_974958,1.4041635,antimicrobial,False,NP_974958.1 lactate/malate dehydrogenase family protein [Arabidopsis thaliana],0.0,334,False,0.125,0.0
NP_181983.1,NP_181983,1.4041121,PR_proteins,False,NP_181983.1 glycosyl hydrolase 9B10 [Arabidopsis thaliana],0.0,490,False,0.2292,0.0
NP_178980.1,NP_178980,1.4039134,antimicrobial,False,NP_178980.1 NAD-dependent malic enzyme 1 [Arabidopsis thaliana],0.0,623,False,0.1967,0.0
NP_192744.6,NP_192744,1.4031426,antimicrobial,False,"NP_192744.6 Beta-glucosidase, GBA2 type family protein [Arabidopsis thaliana]",0.0,922,False,0.1429,0.0
NP_001329211.1,NP_001329211,1.4031426,antimicrobial,False,"NP_001329211.1 Beta-glucosidase, GBA2 type family protein [Arabidopsis thaliana]",0.0,922,False,0.1429,0.0
NP_001330954.1,NP_001330954,1.4027933,antimicrobial,True,NP_001330954.1 Methylenetetrahydrofolate reductase family protein [Arabidopsis thaliana],0.0,466,False,0.2889,0.0
NP_194382.1,NP_194382,1.4027351,antimicrobial,False,NP_194382.1 Aldolase superfamily protein [Arabidopsis thaliana],0.0,358,False,0.2647,0.0
NP_001329763.1,NP_001329763,1.4019958,antimicrobial,False,NP_001329763.1 Aldolase superfamily protein [Arabidopsis thaliana],0.0,358,False,0.2647,0.0
NP_199729.1,NP_199729,1.4019861,PR_proteins,False,NP_199729.1 Plant invertase/pectin methylesterase inhibitor superfamily [Arabidopsis thaliana],0.0,571,False,0.1964,0.0
NP_181305.2,NP_181305,1.401851,antimicrobial,False,"NP_181305.2 phosphoribosylaminoimidazole carboxylase, putative / AIR carboxylase [Arabidopsis thaliana]",0.0,642,False,0.1587,0.0
NP_187682.1,NP_187682,1.4016147,PR_proteins,False,NP_187682.1 root hair specific 12 [Arabidopsis thaliana],0.0,561,False,0.2182,0.0
NP_974038.1,NP_974038,1.4014908,antimicrobial,False,NP_974038.1 Pyridoxal-5'-phosphate-dependent enzyme family protein [Arabidopsis thaliana],0.0,348,False,0.1818,0.0
NP_195290.1,NP_195290,1.4012564,antimicrobial,False,NP_195290.1 isocitrate dehydrogenase III [Arabidopsis thaliana],0.0,368,False,0.2571,0.0
NP_198855.1,NP_198855,1.4009749,antimicrobial,False,NP_198855.1 Raffinose synthase family protein [Arabidopsis thaliana],0.0,783,False,0.1818,0.0
NP_567523.1,NP_567523,1.4009266,PR_proteins,False,NP_567523.1 chloroplast beta-amylase [Arabidopsis thaliana],0.0,548,False,0.1887,0.0
NP_001323278.1,NP_001323278,1.4004667,antimicrobial,True,NP_001323278.1 uridine kinase-like 3 [Arabidopsis thaliana],0.0,451,False,0.1591,0.0
NP_565738.1,NP_565738,1.4003488,antimicrobial,False,NP_565738.1 Haloacid dehalogenase-like hydrolase (HAD) superfamily protein [Arabidopsis thaliana],0.0,263,False,0.2,0.0
NP_568133.1,NP_568133,1.4001552,antimicrobial,False,NP_568133.1 DNA GYRASE B2 [Arabidopsis thaliana],0.0,732,False,0.2917,0.0
NP_974517.1,NP_974517,1.3993671,antimicrobial,False,NP_974517.1 EPS15 homology domain 2 [Arabidopsis thaliana],0.0,545,False,0.0755,0.0
NP_001190611.1,NP_001190611,1.3993556,cell_death_HR,False,NP_001190611.1 DNA polymerase delta subunit 1 [Arabidopsis thaliana],0.0,1112,True,0.2182,0.0
NP_001031792.1,NP_001031792,1.3992388,PR_proteins,True,NP_001031792.1 Pathogenesis-related thaumatin superfamily protein [Arabidopsis thaliana],0.0,301,False,0.4483,0.0
NP_195325.1,NP_195325,1.3992388,PR_proteins,True,NP_195325.1 Pathogenesis-related thaumatin superfamily protein [Arabidopsis thaliana],0.0,301,False,0.4483,0.0
NP_568168.1,NP_568168,1.3990352,antimicrobial,False,NP_568168.1 ubiquitin activating enzyme 2 [Arabidopsis thaliana],0.0,1077,True,0.1792,0.0
NP_001330284.1,NP_001330284,1.3989456,antimicrobial,False,NP_001330284.1 D-aminoacid aminotransferase-like PLP-dependent enzymes superfamily protein [Arabidopsis thaliana],0.0,471,False,0.1957,0.0
NP_001325679.1,NP_001325679,1.3985585,antimicrobial,False,NP_001325679.1 glucose-6-phosphate dehydrogenase 5 [Arabidopsis thaliana],0.0,587,False,0.1228,0.0
NP_001332265.1,NP_001332265,1.3984607,PR_proteins,False,NP_001332265.1 pectin methylesterase PCR fragment F [Arabidopsis thaliana],0.0,623,False,0.3279,0.0
NP_001327234.1,NP_001327234,1.398384,antimicrobial,False,NP_001327234.1 S-adenosyl-L-methionine-dependent methyltransferases superfamily protein [Arabidopsis thaliana],0.0,246,False,0.087,0.0
NP_567299.2,NP_567299,1.3975172,antimicrobial,False,NP_567299.2 EPS15 homology domain 2 [Arabidopsis thaliana],0.0,546,False,0.1132,0.0
NP_001331233.1,NP_001331233,1.3973142,antimicrobial,False,"NP_001331233.1 Beta-glucosidase, GBA2 type family protein [Arabidopsis thaliana]",0.0,957,False,0.1489,0.0
NP_199801.2,NP_199801,1.3973142,antimicrobial,False,"NP_199801.2 Beta-glucosidase, GBA2 type family protein [Arabidopsis thaliana]",0.0,957,False,0.1489,0.0
NP_001319672.1,NP_001319672,1.3971161,antimicrobial,True,NP_001319672.1 Methylenetetrahydrofolate reductase family protein [Arabidopsis thaliana],0.0,499,False,0.25,0.0
NP_189701.3,NP_189701,1.3971144,antimicrobial,True,NP_189701.3 Methylenetetrahydrofolate reductase family protein [Arabidopsis thaliana],0.0,499,False,0.25,0.0
NP_569045.1,NP_569045,1.3969597,PR_proteins,False,NP_569045.1 PLC-like phosphodiesterases superfamily protein [Arabidopsis thaliana],0.0,426,False,0.2195,0.0
NP_190995.2,NP_190995,1.3965198,antimicrobial,False,NP_190995.2 sucrose-6F-phosphate phosphohydrolase family protein [Arabidopsis thaliana],0.0,425,False,0.0976,0.0
NP_195406.2,NP_195406,1.39567,PR_proteins,False,NP_195406.2 cysteine proteinase1 [Arabidopsis thaliana],0.0,376,False,0.1389,0.0
NP_186975.1,NP_186975,1.3949294,antimicrobial,False,NP_186975.1 UDP-GLUCOSE PYROPHOSPHORYLASE 1 [Arabidopsis thaliana],0.0,469,False,0.2222,0.0
NP_194383.1,NP_194383,1.3948114,antimicrobial,False,NP_194383.1 Aldolase superfamily protein [Arabidopsis thaliana],0.0,358,False,0.2353,0.0
NP_001328708.1,NP_001328708,1.3948114,antimicrobial,False,NP_001328708.1 Aldolase superfamily protein [Arabidopsis thaliana],0.0,358,False,0.2353,0.0
NP_001031721.1,NP_001031721,1.3948114,antimicrobial,False,NP_001031721.1 Aldolase superfamily protein [Arabidopsis thaliana],0.0,358,False,0.2353,0.0
NP_001319512.1,NP_001319512,1.3947705,antimicrobial,False,NP_001319512.1 minichromosome maintenance 8 [Arabidopsis thaliana],0.0,801,False,0.2152,0.0
NP_001327098.1,NP_001327098,1.3946131,antimicrobial,False,NP_001327098.1 minichromosome maintenance 8 [Arabidopsis thaliana],0.0,798,False,0.2308,0.0
NP_001331840.1,NP_001331840,1.3945235,antimicrobial,False,NP_001331840.1 peroxisomal 3-keto-acyl-CoA thiolase 2 [Arabidopsis thaliana],0.0,457,False,0.2273,0.0
NP_001032037.1,NP_001032037,1.3945235,antimicrobial,False,NP_001032037.1 peroxisomal 3-keto-acyl-CoA thiolase 2 [Arabidopsis thaliana],0.0,457,False,0.2273,0.0
NP_568704.2,NP_568704,1.3945235,antimicrobial,False,NP_568704.2 peroxisomal 3-keto-acyl-CoA thiolase 2 [Arabidopsis thaliana],0.0,457,False,0.2273,0.0
NP_191966.2,NP_191966,1.3939068,antimicrobial,False,NP_191966.2 NAD-dependent malic enzyme 2 [Arabidopsis thaliana],0.0,607,False,0.1864,0.0
NP_194485.1,NP_194485,1.3937417,antimicrobial,False,NP_194485.1 trehalose-6-phosphatase synthase S4 [Arabidopsis thaliana],0.0,795,False,0.1154,0.0
NP_001030780.1,NP_001030780,1.3935719,antimicrobial,False,NP_001030780.1 glucose-6-phosphate dehydrogenase 5 [Arabidopsis thaliana],0.0,516,False,0.08,0.0
NP_189366.1,NP_189366,1.3935719,antimicrobial,False,NP_189366.1 glucose-6-phosphate dehydrogenase 5 [Arabidopsis thaliana],0.0,516,False,0.08,0.0
NP_001078214.1,NP_001078214,1.3935719,antimicrobial,False,NP_001078214.1 glucose-6-phosphate dehydrogenase 5 [Arabidopsis thaliana],0.0,516,False,0.08,0.0
NP_198892.1,NP_198892,1.3934429,antimicrobial,False,NP_198892.1 glucose-6-phosphate dehydrogenase 6 [Arabidopsis thaliana],0.0,515,False,0.1,0.0
NP_001330361.1,NP_001330361,1.3934397,antimicrobial,False,NP_001330361.1 glucose-6-phosphate dehydrogenase 6 [Arabidopsis thaliana],0.0,515,False,0.1,0.0
NP_172426.2,NP_172426,1.3932942,PR_proteins,False,NP_172426.2 Pectinacetylesterase family protein [Arabidopsis thaliana],0.0,388,False,0.1892,0.0
NP_001318374.1,NP_001318374,1.393239,cell_death_HR,False,NP_001318374.1 5'-nucleotidase / magnesium ion binding protein [Arabidopsis thaliana],0.0,344,False,0.1515,0.0
NP_001323701.1,NP_001323701,1.3931612,antimicrobial,False,NP_001323701.1 nicotinate phosphoribosyltransferase 2 [Arabidopsis thaliana],0.0,544,False,0.1132,0.0
NP_567585.1,NP_567585,1.3925111,PR_proteins,False,NP_567585.1 Pectinacetylesterase family protein [Arabidopsis thaliana],0.0,391,False,0.1842,0.0
NP_182227.1,NP_182227,1.3923995,PR_proteins,False,NP_182227.1 Plant invertase/pectin methylesterase inhibitor superfamily [Arabidopsis thaliana],0.0,595,False,0.1379,0.0
NP_173173.3,NP_173173,1.3923652,antimicrobial,False,NP_173173.3 alanine aminotransferas [Arabidopsis thaliana],0.0,543,False,0.1887,0.0037
NP_189871.1,NP_189871,1.3923291,antimicrobial,True,NP_189871.1 Mevalonate/galactokinase family protein [Arabidopsis thaliana],0.0,964,False,0.2105,0.0
NP_195412.3,NP_195412,1.3921748,antimicrobial,False,NP_195412.3 nicotinate phosphoribosyltransferase 1 [Arabidopsis thaliana],0.0,559,False,0.0926,0.0
NP_195752.1,NP_195752,1.3920034,antimicrobial,False,NP_195752.1 Thiamine pyrophosphate dependent pyruvate decarboxylase family protein [Arabidopsis thaliana],0.0,603,False,0.1525,0.0
NP_182211.2,NP_182211,1.3919197,PR_proteins,False,NP_182211.2 purple acid phosphatase 14 [Arabidopsis thaliana],0.0,401,False,0.1795,0.0
NP_001320598.1,NP_001320598,1.3916764,PR_proteins,False,NP_001320598.1 beta-galactosidase 16 [Arabidopsis thaliana],0.0,709,False,0.1159,0.0
NP_001320596.1,NP_001320596,1.3916764,PR_proteins,False,NP_001320596.1 beta-galactosidase 16 [Arabidopsis thaliana],0.0,709,False,0.1159,0.0
NP_001327896.1,NP_001327896,1.3906962,antimicrobial,False,NP_001327896.1 DNA gyrase subunit B [Arabidopsis thaliana],0.0,740,False,0.2466,0.0
NP_174134.1,NP_174134,1.3906144,antimicrobial,False,NP_174134.1 Auxin-responsive GH3 family protein [Arabidopsis thaliana],0.0,609,False,0.1864,0.0
NP_200966.2,NP_200966,1.3905971,antimicrobial,True,NP_200966.2 phosphofructokinase 4 [Arabidopsis thaliana],0.0,530,False,0.2115,0.0
NP_188427.2,NP_188427,1.3898655,antimicrobial,False,NP_188427.2 S-adenosyl-L-methionine-dependent methyltransferases superfamily protein [Arabidopsis thaliana],0.0,491,False,0.1458,0.0
NP_179264.2,NP_179264,1.3895972,PR_proteins,False,NP_179264.2 glycosyl hydrolase family 35 protein [Arabidopsis thaliana],0.0,848,False,0.1084,0.0
NP_186885.1,NP_186885,1.3894943,antimicrobial,False,NP_186885.1 6-phosphogluconate dehydrogenase family protein [Arabidopsis thaliana],0.0,486,False,0.1702,0.0
NP_850502.1,NP_850502,1.3894912,antimicrobial,False,NP_850502.1 6-phosphogluconate dehydrogenase family protein [Arabidopsis thaliana],0.0,486,False,0.1702,0.0
NP_196535.1,NP_196535,1.3892273,PR_proteins,False,NP_196535.1 beta-xylosidase 3 [Arabidopsis thaliana],0.0,773,False,0.0921,0.0
NP_849474.1,NP_849474,1.3891262,antimicrobial,True,NP_849474.1 FGGY family of carbohydrate kinase [Arabidopsis thaliana],0.0,451,False,0.1818,0.0
NP_174996.1,NP_174996,1.3881241,antimicrobial,False,NP_174996.1 glyceraldehyde-3-phosphate dehydrogenase B subunit [Arabidopsis thaliana],0.0,447,False,0.186,0.0
NP_001323276.1,NP_001323276,1.3880848,antimicrobial,True,NP_001323276.1 uridine kinase-like 3 [Arabidopsis thaliana],0.0,488,False,0.1702,0.0
NP_001323275.1,NP_001323275,1.3880848,antimicrobial,True,NP_001323275.1 uridine kinase-like 3 [Arabidopsis thaliana],0.0,488,False,0.1702,0.0
NP_195753.1,NP_195753,1.3879212,antimicrobial,False,NP_195753.1 pyruvate decarboxylase-3 [Arabidopsis thaliana],0.0,592,False,0.1034,0.0
NP_194456.1,NP_194456,1.3875122,antimicrobial,False,NP_194456.1 Auxin-responsive GH3 family protein [Arabidopsis thaliana],0.0,612,False,0.1,0.0
NP_189355.1,NP_189355,1.3873006,cell_death_HR,True,NP_189355.1 uridine kinase-like 2 [Arabidopsis thaliana],0.0,483,False,0.1489,0.0
NP_001190347.1,NP_001190347,1.3872479,antimicrobial,False,NP_001190347.1 Raffinose synthase family protein [Arabidopsis thaliana],0.0,844,False,0.1928,0.0
NP_172717.1,NP_172717,1.3871897,PR_proteins,False,NP_172717.1 expansin A7 [Arabidopsis thaliana],0.0,262,False,0.32,0.0
NP_175977.1,NP_175977,1.3870953,antimicrobial,True,NP_175977.1 uridine kinase-like 3 [Arabidopsis thaliana],0.0,466,False,0.1333,0.0
NP_974037.1,NP_974037,1.3870953,antimicrobial,True,NP_974037.1 uridine kinase-like 3 [Arabidopsis thaliana],0.0,466,False,0.1333,0.0
NP_001323277.1,NP_001323277,1.3870953,antimicrobial,True,NP_001323277.1 uridine kinase-like 3 [Arabidopsis thaliana],0.0,466,False,0.1333,0.0
NP_190018.1,NP_190018,1.3869427,antimicrobial,False,NP_190018.1 nitrilase 3 [Arabidopsis thaliana],0.0,346,False,0.1818,0.0
NP_001319520.1,NP_001319520,1.3862664,antimicrobial,False,NP_001319520.1 Glycosyl hydrolase family 85 [Arabidopsis thaliana],0.0,679,False,0.1818,0.0
NP_200419.1,NP_200419,1.3861908,antimicrobial,False,NP_200419.1 nicotianamine synthase 2 [Arabidopsis thaliana],0.0,320,False,0.0323,0.0
NP_194760.2,NP_194760,1.3860178,antimicrobial,True,NP_194760.2 FGGY family of carbohydrate kinase [Arabidopsis thaliana],0.0,579,False,0.2321,0.0
NP_001324445.1,NP_001324445,1.3859627,antimicrobial,False,NP_001324445.1 Aldolase superfamily protein [Arabidopsis thaliana],0.0,388,False,0.2432,0.0
NP_177667.1,NP_177667,1.385862,antimicrobial,False,NP_177667.1 ornithine carbamoyltransferase [Arabidopsis thaliana],0.0,375,False,0.2778,0.0
NP_194417.2,NP_194417,1.3858432,antimicrobial,False,NP_194417.2 Class II aminoacyl-tRNA and biotin synthetases superfamily protein [Arabidopsis thaliana],0.0,532,False,0.2115,0.0
NP_001327277.1,NP_001327277,1.3857818,antimicrobial,True,NP_001327277.1 Mevalonate/galactokinase family protein [Arabidopsis thaliana],0.0,973,False,0.2083,0.0
NP_001321059.1,NP_001321059,1.3852532,antimicrobial,False,NP_001321059.1 glyceraldehyde 3-phosphate dehydrogenase A subunit 2 [Arabidopsis thaliana],0.0,441,False,0.3256,0.0
NP_001327998.1,NP_001327998,1.385228,antimicrobial,False,NP_001327998.1 trehalose-6-phosphatase synthase S4 [Arabidopsis thaliana],0.0,786,False,0.1169,0.0
NP_565040.2,NP_565040,1.3851557,antimicrobial,False,NP_565040.2 alanine aminotransferase 2 [Arabidopsis thaliana],0.0,540,False,0.2264,0.0
NP_188120.1,NP_188120,1.3844494,antimicrobial,False,NP_188120.1 Lactate/malate dehydrogenase family protein [Arabidopsis thaliana],0.0,341,False,0.3636,0.0
NP_196114.1,NP_196114,1.3841473,antimicrobial,False,NP_196114.1 nicotianamine synthase 1 [Arabidopsis thaliana],0.0,320,False,0.0645,0.0
NP_001321682.1,NP_001321682,1.3840108,PR_proteins,False,NP_001321682.1 Copine (Calcium-dependent phospholipid-binding protein) family [Arabidopsis thaliana],0.0,407,False,0.2051,0.0
NP_172362.3,NP_172362,1.3838675,PR_proteins,False,NP_172362.3 Calcium-dependent phospholipid-binding Copine family protein [Arabidopsis thaliana],0.0,584,False,0.1228,0.0
NP_199747.1,NP_199747,1.3837892,PR_proteins,False,NP_199747.1 beta-xylosidase 1 [Arabidopsis thaliana],0.0,774,False,0.25,0.0
NP_001329762.1,NP_001329762,1.3837148,antimicrobial,False,NP_001329762.1 Aldolase superfamily protein [Arabidopsis thaliana],0.0,355,False,0.2353,0.0
NP_001329761.1,NP_001329761,1.3837148,antimicrobial,False,NP_001329761.1 Aldolase superfamily protein [Arabidopsis thaliana],0.0,355,False,0.2353,0.0
NP_200479.1,NP_200479,1.3836267,antimicrobial,False,NP_200479.1 Class II aminoacyl-tRNA and biotin synthetases superfamily protein [Arabidopsis thaliana],0.0,572,False,0.2143,0.0
NP_196841.2,NP_196841,1.383397,antimicrobial,False,NP_196841.2 Auxin-responsive GH3 family protein [Arabidopsis thaliana],0.0,595,False,0.1207,0.0
NP_568717.2,NP_568717,1.3824657,antimicrobial,True,NP_568717.2 pyridoxin (pyrodoxamine) 5'-phosphate oxidase [Arabidopsis thaliana],0.0,530,False,0.1731,0.0
NP_177023.1,NP_177023,1.3824613,PR_proteins,False,NP_177023.1 alpha-xylosidase 1 [Arabidopsis thaliana],0.0,915,False,0.0667,0.0
NP_568033.1,NP_568033,1.3822565,antimicrobial,True,NP_568033.1 squalene epoxidase 3 [Arabidopsis thaliana],0.0,525,False,0.2549,0.0
NP_001032094.1,NP_001032094,1.3814055,antimicrobial,False,NP_001032094.1 transthyretin-like protein [Arabidopsis thaliana],0.0,311,False,0.2,0.0
NP_001032120.1,NP_001032120,1.3812639,antimicrobial,True,NP_001032120.1 phosphofructokinase 4 [Arabidopsis thaliana],0.0,529,False,0.2157,0.0
NP_001320982.1,NP_001320982,1.381009,antimicrobial,True,NP_001320982.1 L-fucokinase/GDP-L-fucose pyrophosphorylase [Arabidopsis thaliana],0.0,1055,True,0.1538,0.0
NP_563620.1,NP_563620,1.381009,antimicrobial,True,NP_563620.1 L-fucokinase/GDP-L-fucose pyrophosphorylase [Arabidopsis thaliana],0.0,1055,True,0.1538,0.0
NP_001321461.1,NP_001321461,1.3805292,antimicrobial,False,NP_001321461.1 trehalose-6-phosphate synthase [Arabidopsis thaliana],0.0,662,False,0.1231,0.0
NP_174089.1,NP_174089,1.3803766,antimicrobial,False,NP_174089.1 ADPGLC-PPase large subunit [Arabidopsis thaliana],0.0,518,False,0.2,0.0
NP_173080.1,NP_173080,1.3801847,antimicrobial,False,NP_173080.1 glyceraldehyde-3-phosphate dehydrogenase of plastid 2 [Arabidopsis thaliana],0.0,420,False,0.2927,0.0
NP_565656.1,NP_565656,1.3801706,antimicrobial,False,NP_565656.1 NAD(P)-linked oxidoreductase superfamily protein [Arabidopsis thaliana],0.0,384,False,0.1081,0.0
NP_178224.1,NP_178224,1.3801391,antimicrobial,False,NP_178224.1 Aldolase superfamily protein [Arabidopsis thaliana],0.0,391,False,0.1842,0.0
NP_198877.1,NP_198877,1.380054,cell_death_HR,False,NP_198877.1 NAD-dependent glycerol-3-phosphate dehydrogenase family protein [Arabidopsis thaliana],0.0,400,False,0.2308,0.0
NP_001318364.1,NP_001318364,1.3800384,antimicrobial,False,NP_001318364.1 Aldolase superfamily protein [Arabidopsis thaliana],0.0,267,False,0.16,0.0
NP_001118453.1,NP_001118453,1.3800368,antimicrobial,False,NP_001118453.1 Aldolase superfamily protein [Arabidopsis thaliana],0.0,267,False,0.16,0.0
NP_001078674.1,NP_001078674,1.3796388,antimicrobial,False,NP_001078674.1 NAD(P)-binding Rossmann-fold superfamily protein [Arabidopsis thaliana],0.0,456,False,0.3409,0.0
NP_175787.1,NP_175787,1.3795091,PR_proteins,False,NP_175787.1 pectin methylesterase 1 [Arabidopsis thaliana],0.0,586,False,0.3509,0.0
NP_566867.1,NP_566867,1.3794191,PR_proteins,False,NP_566867.1 Cysteine proteinases superfamily protein [Arabidopsis thaliana],0.0,376,False,0.2778,0.0
NP_177692.1,NP_177692,1.379394,PR_proteins,True,NP_177692.1 glyoxal oxidase-related protein [Arabidopsis thaliana],0.0,547,False,0.1132,0.0
NP_001325680.1,NP_001325680,1.3792157,antimicrobial,False,NP_001325680.1 glucose-6-phosphate dehydrogenase 5 [Arabidopsis thaliana],0.0,570,False,0.1071,0.0
NP_198569.2,NP_198569,1.3791134,antimicrobial,False,NP_198569.2 NAD(P)-binding Rossmann-fold superfamily protein [Arabidopsis thaliana],0.0,457,False,0.3182,0.0
NP_001323740.1,NP_001323740,1.3788043,PR_proteins,False,NP_001323740.1 serine carboxypeptidase-like 43 [Arabidopsis thaliana],0.0,468,False,0.0889,0.0
NP_177697.1,NP_177697,1.378696,PR_proteins,False,NP_177697.1 glycosyl hydrolase 9B7 [Arabidopsis thaliana],0.0,525,False,0.2353,0.0
NP_849389.1,NP_849389,1.3785958,antimicrobial,False,NP_849389.1 beta-amylase 5 [Arabidopsis thaliana],0.0,420,False,0.2683,0.0
NP_001154283.1,NP_001154283,1.3783567,antimicrobial,False,NP_001154283.1 lysine-ketoglutarate reductase/saccharopine dehydrogenase bifunctional enzyme [Arabidopsis thaliana],0.0,482,False,0.2553,0.0
NP_201202.2,NP_201202,1.3782294,cell_death_HR,False,NP_201202.2 Copine (Calcium-dependent phospholipid-binding protein) family [Arabidopsis thaliana],0.0,367,False,0.0571,0.0
NP_001032132.1,NP_001032132,1.3782294,cell_death_HR,False,NP_001032132.1 Copine (Calcium-dependent phospholipid-binding protein) family [Arabidopsis thaliana],0.0,367,False,0.0571,0.0
NP_193677.2,NP_193677,1.3781478,PR_proteins,False,NP_193677.2 Pectinacetylesterase family protein [Arabidopsis thaliana],0.0,397,False,0.0526,0.0
NP_001319996.1,NP_001319996,1.3781478,PR_proteins,False,NP_001319996.1 Pectinacetylesterase family protein [Arabidopsis thaliana],0.0,397,False,0.0526,0.0
NP_192072.1,NP_192072,1.3776214,PR_proteins,False,NP_192072.1 expansin A17 [Arabidopsis thaliana],0.0,255,False,0.2083,0.0
NP_001324415.1,NP_001324415,1.377501,antimicrobial,False,NP_001324415.1 Pyridoxal phosphate (PLP)-dependent transferases superfamily protein [Arabidopsis thaliana],0.0,463,False,0.1556,0.0
NP_176897.1,NP_176897,1.3771232,PR_proteins,True,NP_176897.1 glyoxal oxidase-related protein [Arabidopsis thaliana],0.0,615,False,0.2167,0.0098
NP_849473.1,NP_849473,1.3769583,antimicrobial,True,NP_849473.1 FGGY family of carbohydrate kinase [Arabidopsis thaliana],0.0,499,False,0.2292,0.0
NP_194651.1,NP_194651,1.3768466,antimicrobial,True,NP_194651.1 phosphofructokinase 1 [Arabidopsis thaliana],0.0,473,False,0.1304,0.0
NP_001330597.1,NP_001330597,1.3767711,antimicrobial,False,NP_001330597.1 Aldolase superfamily protein [Arabidopsis thaliana],0.0,267,False,0.2,0.0
NP_001330598.1,NP_001330598,1.3767711,antimicrobial,False,NP_001330598.1 Aldolase superfamily protein [Arabidopsis thaliana],0.0,267,False,0.2,0.0
NP_173261.1,NP_173261,1.3764151,PR_proteins,True,NP_173261.1 Pathogenesis-related thaumatin superfamily protein [Arabidopsis thaliana],0.0,243,False,0.3913,0.0
NP_196115.1,NP_196115,1.3750423,PR_proteins,False,NP_196115.1 Plant invertase/pectin methylesterase inhibitor superfamily [Arabidopsis thaliana],13.002346992492676,564,False,0.0909,0.0
NP_001031968.1,NP_001031968,1.3750328,antimicrobial,False,NP_001031968.1 acetyl Co-enzyme a carboxylase biotin carboxylase subunit [Arabidopsis thaliana],0.0,499,False,0.2292,0.0
NP_197713.1,NP_197713,1.3749353,antimicrobial,False,NP_197713.1 nicotinamidase 3 [Arabidopsis thaliana],0.0,198,False,0.1667,0.0
NP_201262.1,NP_201262,1.3746524,PR_proteins,False,NP_201262.1 beta-D-xylosidase 4 [Arabidopsis thaliana],0.0,784,False,0.1558,0.0
NP_200529.4,NP_200529,1.3744524,antimicrobial,False,NP_200529.4 phosphatidylserine decarboxylase 2 [Arabidopsis thaliana],0.0,635,False,0.1774,0.0
NP_001325821.1,NP_001325821,1.373573,antimicrobial,True,NP_001325821.1 GHMP kinase family protein [Arabidopsis thaliana],0.0,307,False,0.2414,0.0
NP_200065.1,NP_200065,1.373562,antimicrobial,False,NP_200065.1 Class II aaRS and biotin synthetases superfamily protein [Arabidopsis thaliana],0.0,543,False,0.1887,0.0
NP_001330122.1,NP_001330122,1.3734978,PR_proteins,False,NP_001330122.1 Glycosyl hydrolase family protein [Arabidopsis thaliana],0.0,665,False,0.1692,0.0
NP_680141.2,NP_680141,1.3734978,PR_proteins,False,NP_680141.2 Glycosyl hydrolase family protein [Arabidopsis thaliana],0.0,665,False,0.1692,0.0
NP_001322931.1,NP_001322931,1.373252,antimicrobial,False,NP_001322931.1 trehalose-6-phosphate synthase [Arabidopsis thaliana],0.0,942,False,0.2473,0.0
NP_001322932.1,NP_001322932,1.373252,antimicrobial,False,NP_001322932.1 trehalose-6-phosphate synthase [Arabidopsis thaliana],0.0,942,False,0.2473,0.0
NP_177979.1,NP_177979,1.373252,antimicrobial,False,NP_177979.1 trehalose-6-phosphate synthase [Arabidopsis thaliana],0.0,942,False,0.2473,0.0
NP_001319403.1,NP_001319403,1.373252,antimicrobial,False,NP_001319403.1 trehalose-6-phosphate synthase [Arabidopsis thaliana],0.0,942,False,0.2473,0.0
NP_001327097.1,NP_001327097,1.3730719,cell_death_HR,False,NP_001327097.1 minichromosome maintenance 8 [Arabidopsis thaliana],0.0,757,False,0.2162,0.0
NP_200104.1,NP_200104,1.372681,antimicrobial,True,NP_200104.1 plastidic pyruvate kinase beta subunit 1 [Arabidopsis thaliana],0.0,579,False,0.1964,0.0
NP_565586.1,NP_565586,1.372368,antimicrobial,False,NP_565586.1 casein lytic proteinase B4 [Arabidopsis thaliana],31.85193634033203,964,False,0.2105,0.0
NP_001328950.1,NP_001328950,1.3722358,antimicrobial,False,NP_001328950.1 thymidylate synthase 2 [Arabidopsis thaliana],0.0,518,False,0.16,0.0
NP_001328948.1,NP_001328948,1.3722358,antimicrobial,False,NP_001328948.1 thymidylate synthase 2 [Arabidopsis thaliana],0.0,518,False,0.16,0.0
NP_849963.1,NP_849963,1.371605,antimicrobial,False,NP_849963.1 isocitrate dehydrogenase subunit 2 [Arabidopsis thaliana],0.0,363,False,0.2571,0.0
NP_851113.1,NP_851113,1.3713439,antimicrobial,False,NP_851113.1 6-phosphogluconate dehydrogenase family protein [Arabidopsis thaliana],0.0,487,False,0.1489,0.0
