protein_id,z_max,best_category,pctl_max,description
NP_567063.1,0.77317864,NBS_LRR,83.75443400336052,NP_567063.1 RESTRICTED TEV MOVEMENT 3 [Arabidopsis thaliana]
NP_001319792.1,0.77317864,NBS_LRR,83.75443400336052,NP_001319792.1 RESTRICTED TEV MOVEMENT 3 [Arabidopsis thaliana]
NP_850175.1,0.7715504,defense_signaling,90.8830667745348,NP_850175.1 poly(ADP-ribose) glycohydrolase 2 [Arabidopsis thaliana]
NP_001185313.1,0.7711545,defense_signaling,90.86647167423818,NP_001185313.1 ILITYHIA [Arabidopsis thaliana]
NP_171791.1,0.77034426,antimicrobial,78.60684133009728,NP_171791.1 glutathione S-transferase 7 [Arabidopsis thaliana]
NP_973456.1,0.7693303,NBS_LRR,83.59159458169975,NP_973456.1 LURP-one-like protein (DUF567) [Arabidopsis thaliana]
NP_190571.1,0.76930827,PR_proteins,81.22056962681768,"NP_190571.1 Serine protease inhibitor, potato inhibitor I-type family protein [Arabidopsis thaliana]"
NP_199172.1,0.76837,antimicrobial,78.48030369033543,NP_199172.1 Acyl transferase/acyl hydrolase/lysophospholipase superfamily protein [Arabidopsis thaliana]
NP_563660.1,0.7681685,defense_signaling,90.61547078225152,NP_563660.1 alpha/beta-Hydrolases superfamily protein [Arabidopsis thaliana]
NP_188158.4,0.76744133,defense_signaling,90.57190864397286,NP_188158.4 silencing defective 5 [Arabidopsis thaliana]
NP_198593.1,0.76687,NBS_LRR,83.47231729831766,NP_198593.1 EF hand calcium-binding protein family [Arabidopsis thaliana]
NP_001318691.1,0.76687,NBS_LRR,83.47231729831766,NP_001318691.1 EF hand calcium-binding protein family [Arabidopsis thaliana]
NP_179232.1,0.76468104,NBS_LRR,83.3613375650839,NP_179232.1 SNF2 domain-containing protein / helicase domain-containing protein [Arabidopsis thaliana]
NP_001329993.1,0.76407534,cell_death_HR,79.16900035264588,NP_001329993.1 Calcium-dependent lipid-binding (CaLB domain) family protein [Arabidopsis thaliana]
NP_192985.1,0.7630116,cell_death_HR,79.11299188914474,NP_192985.1 Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein [Arabidopsis thaliana]
NP_199836.1,0.7629503,RLK_defense,88.2423714398324,NP_199836.1 chloroplast RNA-binding protein 31B [Arabidopsis thaliana]
NP_199389.1,0.7620373,RLK_defense,88.18221420125708,NP_199389.1 receptor like protein 55 [Arabidopsis thaliana]
NP_176659.6,0.7619663,defense_signaling,90.1611799116311,NP_176659.6 ILITYHIA [Arabidopsis thaliana]
NP_172627.2,0.7618283,NBS_LRR,83.22650237517372,"NP_172627.2 cytochrome P450, family 71, subfamily A, polypeptide 18 [Arabidopsis thaliana]"
NP_568307.3,0.7608716,defense_signaling,90.08442757275914,NP_568307.3 senescence-associated gene 101 [Arabidopsis thaliana]
NP_567066.1,0.7606442,cell_death_HR,78.96985914908623,NP_567066.1 protein phosphatase 2A-4 [Arabidopsis thaliana]
NP_001318968.1,0.7604659,cell_death_HR,78.95015246748397,NP_001318968.1 NF-X-like 1 [Arabidopsis thaliana]
NP_172488.1,0.7604659,cell_death_HR,78.95015246748397,NP_172488.1 NF-X-like 1 [Arabidopsis thaliana]
NP_973578.1,0.75601166,defense_signaling,89.79401331756799,NP_973578.1 poly(ADP-ribose) glycohydrolase 2 [Arabidopsis thaliana]
NP_199488.1,0.7546764,RLK_defense,88.57012467069097,NP_199488.1 Basic helix-loop-helix (bHLH) DNA-binding family protein [Arabidopsis thaliana]
NP_567882.1,0.7527039,defense_signaling,89.55960752587798,NP_567882.1 WRKY DNA-binding protein 18 [Arabidopsis thaliana]
NP_200897.1,0.75169915,defense_signaling,89.45381376148693,NP_200897.1 myb domain protein 34 [Arabidopsis thaliana]
NP_180635.3,0.75091445,NBS_LRR,82.75146762918249,NP_180635.3 cytochrome P450 family 71 polypeptide [Arabidopsis thaliana]
NP_683292.1,0.7490721,NBS_LRR,82.68508722799594,NP_683292.1 Toll-Interleukin-Resistance (TIR) domain family protein [Arabidopsis thaliana]
NP_181972.2,0.7481027,defense_signaling,89.21525919472276,NP_181972.2 Emsy N Terminus (ENT) domain-containing protein [Arabidopsis thaliana]
NP_171792.1,0.74637645,antimicrobial,77.38295268322027,NP_171792.1 glutathione S-transferase 6 [Arabidopsis thaliana]
NP_001184893.1,0.74637485,antimicrobial,77.3808782956832,NP_001184893.1 glutathione S-transferase 6 [Arabidopsis thaliana]
NP_175806.3,0.7462616,antimicrobial,78.97193353662331,NP_175806.3 epithiospecifier protein [Arabidopsis thaliana]
NP_001325298.1,0.74363244,defense_signaling,88.90410106416081,NP_001325298.1 WRKY DNA-binding protein 60 [Arabidopsis thaliana]
NP_001325297.1,0.7436308,defense_signaling,88.90202667662372,NP_001325297.1 WRKY DNA-binding protein 60 [Arabidopsis thaliana]
NP_850963.1,0.74328905,PR_proteins,79.81828365175183,NP_850963.1 epithiospecifier protein [Arabidopsis thaliana]
NP_175899.1,0.7430858,PR_proteins,79.80168855145519,NP_175899.1 plant defensin 1.5 [Arabidopsis thaliana]
NP_850568.1,0.74231106,cell_death_HR,83.8820088368909,NP_850568.1 Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
NP_187821.1,0.7423095,cell_death_HR,83.87993444935383,NP_187821.1 Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
NP_001320978.1,0.74210954,NBS_LRR,82.75769079179372,NP_001320978.1 Mannose-binding lectin superfamily protein [Arabidopsis thaliana]
NP_001031753.1,0.7417417,RLK_defense,87.08901196921609,NP_001031753.1 low-molecular-weight cysteine-rich 61 [Arabidopsis thaliana]
NP_849739.1,0.7416878,NBS_LRR,82.33140415292385,NP_849739.1 WWE protein-protein interaction domain protein family [Arabidopsis thaliana]
NP_001320332.1,0.7416878,NBS_LRR,82.33140415292385,NP_001320332.1 WWE protein-protein interaction domain protein family [Arabidopsis thaliana]
NP_001320331.1,0.7416878,NBS_LRR,82.33140415292385,NP_001320331.1 WWE protein-protein interaction domain protein family [Arabidopsis thaliana]
NP_001320330.1,0.7416878,NBS_LRR,82.33140415292385,NP_001320330.1 WWE protein-protein interaction domain protein family [Arabidopsis thaliana]
NP_193065.1,0.74150467,NBS_LRR,82.32414379654406,"NP_193065.1 cytochrome P450, family 71, subfamily A, polypeptide 19 [Arabidopsis thaliana]"
NP_566599.1,0.74034834,defense_signaling,88.6800672101562,"NP_566599.1 modifier of snc1,4 [Arabidopsis thaliana]"
NP_564391.1,0.74008566,NBS_LRR,82.29510237102495,NP_564391.1 WWE protein-protein interaction domain protein family [Arabidopsis thaliana]
NP_193522.1,0.7394852,RLK_defense,87.85653535793557,NP_193522.1 Basic helix-loop-helix (bHLH) DNA-binding family protein [Arabidopsis thaliana]
NP_001319960.1,0.73873734,PR_proteins,79.55068765946855,NP_001319960.1 Cystatin/monellin superfamily protein [Arabidopsis thaliana]
NP_001329293.1,0.7387357,PR_proteins,79.54861327193147,NP_001329293.1 Cystatin/monellin superfamily protein [Arabidopsis thaliana]
NP_001325299.1,0.7349931,defense_signaling,88.2817848030369,NP_001325299.1 WRKY DNA-binding protein 60 [Arabidopsis thaliana]
NP_175615.1,0.73485845,cell_death_HR,77.59972618084511,NP_175615.1 myrosinase-binding protein 2 [Arabidopsis thaliana]
NP_849794.1,0.73485845,cell_death_HR,77.59972618084511,NP_849794.1 myrosinase-binding protein 2 [Arabidopsis thaliana]
NP_196657.1,0.7347309,cell_death_HR,77.58209388677993,"NP_196657.1 Polynucleotidyl transferase, ribonuclease H-like superfamily protein [Arabidopsis thaliana]"
NP_187630.1,0.7341857,NBS_LRR,84.44624224697658,NP_187630.1 Calcium-binding EF-hand family protein [Arabidopsis thaliana]
NP_182100.2,0.7304126,NBS_LRR,85.43987387723774,NP_182100.2 BON association protein 2 [Arabidopsis thaliana]
NP_001031979.1,0.72976047,PR_proteins,79.00304934967951,NP_001031979.1 low-molecular-weight cysteine-rich 58 [Arabidopsis thaliana]
NP_850479.1,0.7291399,cell_death_HR,78.33302217520277,NP_850479.1 glutathione S-transferase phi 8 [Arabidopsis thaliana]
NP_001323480.1,0.7291384,cell_death_HR,78.33094778766569,NP_001323480.1 glutathione S-transferase phi 8 [Arabidopsis thaliana]
NP_564680.4,0.72872937,defense_signaling,87.94158524695584,NP_564680.4 histone mono-ubiquitination 2 [Arabidopsis thaliana]
NP_001321340.1,0.72857755,PR_proteins,78.93459456095587,NP_001321340.1 plant defensin 1.5 [Arabidopsis thaliana]
NP_179064.1,0.7277495,PR_proteins,78.89518119775136,NP_179064.1 basic pathogenesis-related protein 1 [Arabidopsis thaliana]
NP_001190336.1,0.7272798,defense_signaling,87.85031219532434,NP_001190336.1 Telomerase activating protein Est1 [Arabidopsis thaliana]
NP_001190337.1,0.7272798,defense_signaling,87.85031219532434,NP_001190337.1 Telomerase activating protein Est1 [Arabidopsis thaliana]
NP_197441.3,0.7272798,defense_signaling,87.85031219532434,NP_197441.3 Telomerase activating protein Est1 [Arabidopsis thaliana]
NP_974086.1,0.72691256,NBS_LRR,82.08247764847428,NP_974086.1 Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family [Arabidopsis thaliana]
NP_197877.1,0.72674745,NBS_LRR,81.73709212355053,"NP_197877.1 cytochrome P450, family 71, subfamily A, polypeptide 15 [Arabidopsis thaliana]"
NP_197609.1,0.7266235,cell_death_HR,78.46370859003879,NP_197609.1 Plant L-ascorbate oxidase [Arabidopsis thaliana]
NP_567163.1,0.726398,defense_signaling,87.79430373182318,NP_567163.1 DNA-binding storekeeper protein-related transcriptional regulator [Arabidopsis thaliana]
NP_568760.1,0.7261125,defense_signaling,87.76733669384114,NP_568760.1 RPM1 interacting protein 3 [Arabidopsis thaliana]
NP_189533.1,0.7248411,defense_signaling,87.65739415437592,NP_189533.1 myb domain protein 30 [Arabidopsis thaliana]
NP_198706.1,0.724605,cell_death_HR,76.98155869479535,NP_198706.1 Thioredoxin superfamily protein [Arabidopsis thaliana]
NP_201531.1,0.721658,defense_signaling,87.46343891965897,NP_201531.1 myb domain protein r1 [Arabidopsis thaliana]
NP_180633.3,0.7214867,NBS_LRR,81.47157051880433,NP_180633.3 cytochrome P450 family 71 polypeptide [Arabidopsis thaliana]
NP_178199.1,0.7195301,defense_signaling,87.31719459829486,NP_178199.1 WRKY DNA-binding protein 40 [Arabidopsis thaliana]
NP_001190515.1,0.7185474,defense_signaling,87.25496297218245,NP_001190515.1 RPM1 interacting protein 3 [Arabidopsis thaliana]
NP_176302.2,0.7184961,PR_proteins,78.37243553840729,NP_176302.2 low-molecular-weight cysteine-rich 66 [Arabidopsis thaliana]
NP_849552.1,0.7183124,defense_signaling,87.24355384072852,NP_849552.1 RPM1 interacting protein 2 [Arabidopsis thaliana]
NP_194253.2,0.7183124,defense_signaling,87.24355384072852,NP_194253.2 RPM1 interacting protein 2 [Arabidopsis thaliana]
NP_001328533.1,0.7183108,defense_signaling,87.2404422594229,NP_001328533.1 RPM1 interacting protein 2 [Arabidopsis thaliana]
NP_196791.1,0.7180284,defense_signaling,87.22592154666334,NP_196791.1 myb domain protein 46 [Arabidopsis thaliana]
NP_567123.1,0.71787965,PR_proteins,82.62078121434647,"NP_567123.1 serine protease inhibitor, Kazal-type family protein [Arabidopsis thaliana]"
NP_189404.2,0.717612,defense_signaling,87.19480573360715,NP_189404.2 ARM repeat superfamily protein [Arabidopsis thaliana]
NP_567141.1,0.71687835,PR_proteins,78.27701371170161,"NP_567141.1 ribosome recycling factor, chloroplast precursor [Arabidopsis thaliana]"
NP_178322.1,0.7156571,PR_proteins,78.19196382268136,NP_178322.1 low-molecular-weight cysteine-rich 72 [Arabidopsis thaliana]
NP_198152.1,0.7137329,NBS_LRR,81.10855269981539,NP_198152.1 Polyketide cyclase/dehydrase and lipid transport superfamily protein [Arabidopsis thaliana]
NP_564955.1,0.7129067,defense_signaling,86.83593668969237,NP_564955.1 Protein kinase superfamily protein [Arabidopsis thaliana]
NP_001031460.1,0.7126147,NBS_LRR,83.25554380069285,NP_001031460.1 low-molecular-weight cysteine-rich 76 [Arabidopsis thaliana]
NP_180072.1,0.7124414,defense_signaling,86.78407700126539,NP_180072.1 WRKY DNA-binding protein 60 [Arabidopsis thaliana]
NP_201309.1,0.7106842,defense_signaling,86.63679548613273,NP_201309.1 senescence-associated family protein (DUF581) [Arabidopsis thaliana]
NP_849865.1,0.709834,defense_signaling,86.566266309872,NP_849865.1 Protein kinase superfamily protein [Arabidopsis thaliana]
NP_001031441.1,0.7087356,RLK_defense,85.18679859771402,NP_001031441.1 low-molecular-weight cysteine-rich 62 [Arabidopsis thaliana]
NP_193325.1,0.7083323,defense_signaling,86.44180305764722,NP_193325.1 pleiotropic regulatory locus 1 [Arabidopsis thaliana]
NP_001318330.1,0.7079493,RLK_defense,85.14738523450951,NP_001318330.1 low-molecular-weight cysteine-rich 75 [Arabidopsis thaliana]
NP_179571.1,0.70659876,defense_signaling,86.31111664281121,NP_179571.1 CCCH-type zinc finger family protein [Arabidopsis thaliana]
NP_566225.4,0.7042674,defense_signaling,86.13271931462235,NP_566225.4 Calcium-dependent lipid-binding (CaLB domain) family protein [Arabidopsis thaliana]
NP_001077494.1,0.70099723,PR_proteins,77.35702283900679,NP_001077494.1 copper/zinc superoxide dismutase 1 [Arabidopsis thaliana]
NP_172360.1,0.70099556,PR_proteins,77.35391125770117,NP_172360.1 copper/zinc superoxide dismutase 1 [Arabidopsis thaliana]
NP_198988.1,0.698616,NBS_LRR,80.38562864314312,NP_198988.1 Protein kinase family protein [Arabidopsis thaliana]
NP_001330018.1,0.698616,NBS_LRR,80.38562864314312,NP_001330018.1 Protein kinase family protein [Arabidopsis thaliana]
NP_182022.2,0.6976629,defense_signaling,85.67220528139067,NP_182022.2 histone mono-ubiquitination 1 [Arabidopsis thaliana]
NP_565585.1,0.69605994,cell_death_HR,75.41435891053166,NP_565585.1 stromal cell-derived factor 2-like protein precursor [Arabidopsis thaliana]
NP_568414.1,0.69457126,defense_signaling,85.46061775260854,NP_568414.1 NAC domain containing protein 89 [Arabidopsis thaliana]
NP_567341.1,0.69451445,defense_signaling,85.44817142738607,NP_567341.1 cryptochrome 1 [Arabidopsis thaliana]
NP_181730.1,0.6941911,defense_signaling,85.43157632708943,NP_181730.1 late embryogenesis abundant protein [Arabidopsis thaliana]
NP_001320110.1,0.6940239,defense_signaling,85.4253531644782,NP_001320110.1 WRKY DNA-binding protein 18 [Arabidopsis thaliana]
NP_564153.1,0.69353884,cell_death_HR,84.1890181923787,NP_564153.1 lysm domain GPI-anchored protein 1 precursor [Arabidopsis thaliana]
NP_187515.1,0.6933062,antimicrobial,84.80511129089136,NP_187515.1 BTB/POZ domain-containing protein [Arabidopsis thaliana]
NP_001031377.1,0.69134635,RLK_defense,84.09152197813596,NP_001031377.1 low-molecular-weight cysteine-rich 60 [Arabidopsis thaliana]
NP_177631.1,0.69067514,defense_signaling,85.16190594726906,NP_177631.1 Integrase-type DNA-binding superfamily protein [Arabidopsis thaliana]
NP_001324651.1,0.6899716,defense_signaling,85.11004625884208,NP_001324651.1 Calcium-dependent lipid-binding (CaLB domain) family protein [Arabidopsis thaliana]
NP_849612.1,0.68977374,RLK_defense,84.00647208911569,NP_849612.1 Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family [Arabidopsis thaliana]
NP_198094.1,0.6885993,defense_signaling,85.03744269504429,NP_198094.1 carbon/nitrogen insensitive 1 [Arabidopsis thaliana]
NP_565038.1,0.6874194,defense_signaling,84.9357977057274,NP_565038.1 thionin 2.1 [Arabidopsis thaliana]
NP_181532.2,0.6865172,defense_signaling,84.86630572323521,NP_181532.2 nuclear RNA polymerase D1B [Arabidopsis thaliana]
NP_001318177.1,0.6828198,defense_signaling,84.5613707552845,NP_001318177.1 plant UBX domain-containing protein 2 [Arabidopsis thaliana]
NP_565271.1,0.6828198,defense_signaling,84.5613707552845,NP_565271.1 plant UBX domain-containing protein 2 [Arabidopsis thaliana]
NP_567660.1,0.68241405,antimicrobial,74.22677204555355,NP_567660.1 Alkaline phytoceramidase (aPHC) [Arabidopsis thaliana]
NP_683533.1,0.68222606,RLK_defense,83.46505694193789,NP_683533.1 Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family [Arabidopsis thaliana]
NP_565534.1,0.6812077,defense_signaling,84.40994046507768,NP_565534.1 mediator of RNA polymerase II transcription subunit [Arabidopsis thaliana]
NP_001031485.1,0.6795578,defense_signaling,84.27614246893604,NP_001031485.1 transcription activator [Arabidopsis thaliana]
NP_567147.1,0.67922336,defense_signaling,84.24710104341693,NP_567147.1 Ggamma-subunit 1 [Arabidopsis thaliana]
NP_850741.1,0.6792202,defense_signaling,84.24502665587985,NP_850741.1 Ggamma-subunit 1 [Arabidopsis thaliana]
NP_001117207.1,0.6790322,RLK_defense,83.26384135084116,NP_001117207.1 late embryogenesis abundant hydroxyproline-rich glycoprotein family protein [Arabidopsis thaliana]
NP_175547.1,0.67876285,antimicrobial,78.51556827846579,NP_175547.1 dimeric A/B barrel domainS-protein 1 [Arabidopsis thaliana]
NP_174116.1,0.6785718,PR_proteins,76.12172506067584,NP_174116.1 glycosylphosphatidylinositol-anchored lipid protein transfer 1 [Arabidopsis thaliana]
NP_567018.5,0.6781318,defense_signaling,84.14960482917418,NP_567018.5 mitogen-activated protein kinase phosphatase 1 [Arabidopsis thaliana]
NP_198588.2,0.6777529,cell_death_HR,74.31700790341652,NP_198588.2 ALWAYS EARLY 4 [Arabidopsis thaliana]
NP_192387.2,0.67659354,antimicrobial,73.9311718215197,NP_192387.2 mediator 21 [Arabidopsis thaliana]
NP_001031003.1,0.6763159,PR_proteins,81.24131350218849,NP_001031003.1 SCR-like 3 [Arabidopsis thaliana]
NP_565919.1,0.6762669,NBS_LRR,79.45111705768872,NP_565919.1 RNI-like superfamily protein [Arabidopsis thaliana]
NP_177548.1,0.6762074,defense_signaling,83.97328188852241,NP_177548.1 myb domain protein 122 [Arabidopsis thaliana]
NP_566375.1,0.6757601,NBS_LRR,79.4220756321696,NP_566375.1 NAC domain containing protein 52 [Arabidopsis thaliana]
NP_568545.1,0.67572635,defense_signaling,83.92764536270666,NP_568545.1 HIT-type Zinc finger family protein [Arabidopsis thaliana]
NP_193067.3,0.6736888,NBS_LRR,79.31213309270439,"NP_193067.3 cytochrome P450, family 71, subfamily A, polypeptide 20 [Arabidopsis thaliana]"
NP_973566.1,0.6735338,defense_signaling,83.7492480345178,NP_973566.1 Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family [Arabidopsis thaliana]
NP_196130.1,0.67297935,NBS_LRR,80.56921194017467,NP_196130.1 Cystatin/monellin family protein [Arabidopsis thaliana]
NP_001030677.1,0.67250216,defense_signaling,83.66834692057171,NP_001030677.1 Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
NP_197878.1,0.67230415,NBS_LRR,79.2581990167403,"NP_197878.1 cytochrome P450, family 71, subfamily A, polypeptide 14 [Arabidopsis thaliana]"
NP_196386.1,0.6713286,defense_signaling,83.56877631879188,NP_196386.1 myb domain protein 29 [Arabidopsis thaliana]
NP_001030952.1,0.67084116,PR_proteins,75.66328541498123,NP_001030952.1 low-molecular-weight cysteine-rich 73 [Arabidopsis thaliana]
NP_567131.1,0.6704928,NBS_LRR,83.4131972535109,NP_567131.1 alpha/beta-Hydrolases superfamily protein [Arabidopsis thaliana]
NP_568613.1,0.67031527,antimicrobial,76.11965067313876,NP_568613.1 inositol-pentakisphosphate 2-kinase 1 [Arabidopsis thaliana]
NP_974317.1,0.66909665,cell_death_HR,73.77870433754434,NP_974317.1 RNA-binding (RRM/RBD/RNP motifs) family protein [Arabidopsis thaliana]
NP_188119.1,0.66909665,cell_death_HR,73.77870433754434,NP_188119.1 RNA-binding (RRM/RBD/RNP motifs) family protein [Arabidopsis thaliana]
NP_181056.2,0.66810447,defense_signaling,83.33851930217602,NP_181056.2 transcription activator [Arabidopsis thaliana]
NP_173506.1,0.667688,defense_signaling,83.30947787665691,NP_173506.1 RING/U-box superfamily protein [Arabidopsis thaliana]
NP_191356.1,0.6676407,defense_signaling,83.30740348911984,NP_191356.1 Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
NP_001077562.1,0.666516,defense_signaling,83.25346941315577,NP_001077562.1 Brassinosteroid signaling positive regulator (BZR1) family protein [Arabidopsis thaliana]
NP_973865.1,0.666516,defense_signaling,83.25346941315577,NP_973865.1 Brassinosteroid signaling positive regulator (BZR1) family protein [Arabidopsis thaliana]
NP_973864.1,0.666516,defense_signaling,83.25346941315577,NP_973864.1 Brassinosteroid signaling positive regulator (BZR1) family protein [Arabidopsis thaliana]
NP_564081.1,0.6665097,defense_signaling,83.2493206380816,NP_564081.1 Brassinosteroid signaling positive regulator (BZR1) family protein [Arabidopsis thaliana]
NP_001328008.1,0.6658814,RLK_defense,82.39156139149915,NP_001328008.1 31-kDa RNA binding protein [Arabidopsis thaliana]
NP_194208.1,0.6658814,RLK_defense,82.39156139149915,NP_194208.1 31-kDa RNA binding protein [Arabidopsis thaliana]
NP_850213.1,0.6654103,defense_signaling,83.1476756487647,NP_850213.1 Homeodomain-like superfamily protein [Arabidopsis thaliana]
NP_197771.1,0.66534877,defense_signaling,83.14145248615347,NP_197771.1 MD-2-related lipid recognition domain-containing protein [Arabidopsis thaliana]
NP_172949.1,0.6651814,NBS_LRR,78.911776298048,NP_172949.1 Polyketide cyclase/dehydrase and lipid transport superfamily protein [Arabidopsis thaliana]
NP_563622.1,0.6650548,antimicrobial,74.6966208227021,NP_563622.1 ORMDL family protein [Arabidopsis thaliana]
NP_568807.1,0.6640995,defense_signaling,83.03150994668825,NP_568807.1 ARF-GAP domain 5 [Arabidopsis thaliana]
NP_566933.1,0.66137886,NBS_LRR,78.72923019478499,NP_566933.1 homolog of RPW8 4 [Arabidopsis thaliana]
NP_194878.1,0.66073966,NBS_LRR,78.69500280042317,"NP_194878.1 cytochrome P450, family 83, subfamily B, polypeptide 1 [Arabidopsis thaliana]"
NP_187301.1,0.6607018,defense_signaling,82.75354201671956,NP_187301.1 myb domain protein 108 [Arabidopsis thaliana]
NP_001030736.1,0.6593402,PR_proteins,81.43215715559981,NP_001030736.1 low-molecular-weight cysteine-rich 56 [Arabidopsis thaliana]
NP_172088.2,0.65907395,defense_signaling,82.6062605015869,NP_172088.2 RNA-binding (RRM/RBD/RNP motifs) family protein [Arabidopsis thaliana]
NP_567652.1,0.65860826,RLK_defense,81.90096873897981,NP_567652.1 low-molecular-weight cysteine-rich 85 [Arabidopsis thaliana]
NP_849904.1,0.65830106,defense_signaling,82.53365693778912,NP_849904.1 topoisomerase II-associated protein [Arabidopsis thaliana]
NP_001320315.1,0.65830106,defense_signaling,82.53365693778912,NP_001320315.1 topoisomerase II-associated protein [Arabidopsis thaliana]
NP_565199.1,0.65830106,defense_signaling,82.53365693778912,NP_565199.1 topoisomerase II-associated protein [Arabidopsis thaliana]
NP_001331804.1,0.65820956,defense_signaling,82.52743377517788,NP_001331804.1 Seven transmembrane MLO family protein [Arabidopsis thaliana]
NP_001031604.1,0.6555411,RLK_defense,81.70597631049432,NP_001031604.1 low-molecular-weight cysteine-rich 36 [Arabidopsis thaliana]
NP_181186.1,0.6544018,defense_signaling,82.18723421909682,NP_181186.1 Integrase-type DNA-binding superfamily protein [Arabidopsis thaliana]
NP_172947.1,0.6535957,NBS_LRR,78.36206360072188,NP_172947.1 Polyketide cyclase/dehydrase and lipid transport superfamily protein [Arabidopsis thaliana]
NP_565265.1,0.6534044,antimicrobial,76.71499989628062,NP_565265.1 MLP-like protein 329 [Arabidopsis thaliana]
NP_001325615.1,0.6517959,defense_signaling,81.96527475262928,NP_001325615.1 Ggamma-subunit 1 [Arabidopsis thaliana]
NP_192161.1,0.6513893,antimicrobial,72.66164664882695,NP_192161.1 glutathione S-transferase PHI 2 [Arabidopsis thaliana]
NP_973394.1,0.65092814,PR_proteins,74.50370278175369,NP_973394.1 plasmodesmata-located protein 6 [Arabidopsis thaliana]
NP_001117208.1,0.6494685,RLK_defense,81.32636339120874,NP_001117208.1 late embryogenesis abundant hydroxyproline-rich glycoprotein family protein [Arabidopsis thaliana]
NP_192984.1,0.6490418,cell_death_HR,72.7259526624764,NP_192984.1 azelaic acid induced 1 [Arabidopsis thaliana]
NP_566249.1,0.6481711,defense_signaling,81.71116227933702,NP_566249.1 RING/U-box superfamily protein [Arabidopsis thaliana]
NP_001030978.1,0.6469597,defense_signaling,81.59810815856619,NP_001030978.1 RNA-binding (RRM/RBD/RNP motifs) family protein [Arabidopsis thaliana]
NP_001030786.1,0.64545584,RLK_defense,81.10025514966705,NP_001030786.1 Gamma-thionin family protein [Arabidopsis thaliana]
NP_187401.1,0.6448353,PR_proteins,74.1655776132097,NP_187401.1 Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein [Arabidopsis thaliana]
NP_182274.1,0.6440463,defense_signaling,81.36370236687618,NP_182274.1 Integrase-type DNA-binding superfamily protein [Arabidopsis thaliana]
NP_190024.1,0.64396125,RLK_defense,80.98616383512768,NP_190024.1 Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family [Arabidopsis thaliana]
NP_201053.2,0.6434185,defense_signaling,81.29524757815255,NP_201053.2 myb domain protein 96 [Arabidopsis thaliana]
NP_001031996.1,0.6425744,PR_proteins,74.01829609807704,NP_001031996.1 low-molecular-weight cysteine-rich 57 [Arabidopsis thaliana]
NP_001318226.1,0.641495,NBS_LRR,77.74804488974631,NP_001318226.1 Leucine-rich repeat (LRR) family protein [Arabidopsis thaliana]
NP_564486.1,0.6403505,defense_signaling,81.03594913601759,NP_564486.1 VIRE2-interacting protein 1 [Arabidopsis thaliana]
NP_001031742.1,0.63936216,RLK_defense,80.63974111643537,NP_001031742.1 Defensin-like (DEFL) family protein [Arabidopsis thaliana]
NP_001031324.1,0.6388441,defense_signaling,80.9218578214782,NP_001031324.1 SCR-like 9 [Arabidopsis thaliana]
NP_974556.1,0.63734245,defense_signaling,80.76627875619722,NP_974556.1 SCR-like 10 [Arabidopsis thaliana]
NP_190988.1,0.6368652,RLK_defense,80.49660837637688,NP_190988.1 Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family [Arabidopsis thaliana]
NP_198507.1,0.6367225,defense_signaling,80.71441906777024,NP_198507.1 thionin 2.2 [Arabidopsis thaliana]
NP_188713.1,0.6360569,defense_signaling,80.6584106042691,NP_188713.1 Ethylene insensitive 3 family protein [Arabidopsis thaliana]
NP_001031976.1,0.63530564,RLK_defense,80.40740971228246,NP_001031976.1 Defensin-like (DEFL) family protein [Arabidopsis thaliana]
NP_001318625.1,0.6343114,RLK_defense,80.33688053602174,NP_001318625.1 Defensin-like (DEFL) family protein [Arabidopsis thaliana]
NP_173920.1,0.63205427,antimicrobial,71.65141991826913,NP_173920.1 ARM repeat superfamily protein [Arabidopsis thaliana]
NP_001031754.1,0.6282453,RLK_defense,79.9033335407721,NP_001031754.1 low-molecular-weight cysteine-rich 63 [Arabidopsis thaliana]
NP_194112.1,0.6273844,defense_signaling,79.91163109092041,NP_194112.1 WRKY family transcription factor [Arabidopsis thaliana]
NP_851248.1,0.6266273,defense_signaling,79.85769701495633,NP_851248.1 myb domain protein 96 [Arabidopsis thaliana]
NP_175616.1,0.6265857,NBS_LRR,76.93488497521108,NP_175616.1 myrosinase-binding protein 1 [Arabidopsis thaliana]
NP_196290.1,0.62651676,PR_proteins,73.04540834318668,NP_196290.1 peroxidase 2 [Arabidopsis thaliana]
